citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
77 FR 77247, 2012-31574,77249,https://www.federalregister.gov/documents/2012/12/31/2012-31574/reestablishment-of-advisory-commission,https://www.govinfo.gov/content/pkg/FR-2012-12-31/pdf/2012-31574.pdf,Presidential Document,Executive Order,12/31/2012,12/21/2012,77247,Reestablishment of Advisory Commission,"Continued by: EO 13652, September 30, 2013;
 See: EO 13555, October 19, 2010",13634
77 FR 76339, 2012-31225,76340,https://www.federalregister.gov/documents/2012/12/28/2012-31225/closing-of-executive-departments-and-agencies-of-the-federal-government-on-monday-december-24-2012,https://www.govinfo.gov/content/pkg/FR-2012-12-28/pdf/2012-31225.pdf,Presidential Document,Executive Order,12/28/2012,12/21/2012,76339,"Closing of Executive Departments and Agencies of the Federal Government on Monday, December 24, 2012","",13633
77 FR 74341, 2012-30310,74344,https://www.federalregister.gov/documents/2012/12/14/2012-30310/establishing-the-hurricane-sandy-rebuilding-task-force,https://www.govinfo.gov/content/pkg/FR-2012-12-14/pdf/2012-30310.pdf,Presidential Document,Executive Order,12/14/2012,12/07/2012,74341,Establishing the Hurricane Sandy Rebuilding Task Force,"",13632
77 FR 74099, 2012-30170,74101,https://www.federalregister.gov/documents/2012/12/12/2012-30170/reestablishment-of-advisory-group,https://www.govinfo.gov/content/pkg/FR-2012-12-12/pdf/2012-30170.pdf,Presidential Document,Executive Order,12/12/2012,12/07/2012,74099,Reestablishment of Advisory Group,"Continued by: EO 13652, September 30, 2013;
 See: EO 13544, June 10, 2010; EO 13591, November 23, 2011",13631
77 FR 73893, 2012-30060,73895,https://www.federalregister.gov/documents/2012/12/11/2012-30060/establishment-of-an-interagency-task-force-on-commercial-advocacy,https://www.govinfo.gov/content/pkg/FR-2012-12-11/pdf/2012-30060.pdf,Presidential Document,Executive Order,12/11/2012,12/06/2012,73893,Establishment of an Interagency Task Force on Commercial Advocacy,"See: EO 13534, March 11, 2010",13630
77 FR 66351, 2012-27002,66355,https://www.federalregister.gov/documents/2012/11/02/2012-27002/establishing-the-white-house-homeland-security-partnership-council,https://www.govinfo.gov/content/pkg/FR-2012-11-02/pdf/2012-27002.pdf,Presidential Document,Executive Order,11/02/2012,10/26/2012,66351,Establishing the White House Homeland Security Partnership Council,"",13629
77 FR 62139, 2012-25236,62145,https://www.federalregister.gov/documents/2012/10/12/2012-25236/authorizing-the-implementation-of-certain-sanctions-set-forth-in-the-iran-threat-reduction-and-syria,https://www.govinfo.gov/content/pkg/FR-2012-10-12/pdf/2012-25236.pdf,Presidential Document,Executive Order,10/12/2012,10/09/2012,62139,Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Threat Reduction and Syria Human Rights Act of 2012 and Additional Sanctions With Respect to Iran,"Amends: EO 13622, July 30, 2012
See: EO 12957, March 15, 1995; EO 12959, May 6, 1995; EO 13059, August 19, 1997; EO 13599, February 5, 2012; EO 13622, July 30, 2012
Amended by: EO 13716, January 16, 2016",13628
77 FR 60029, 2012-24374,60033,https://www.federalregister.gov/documents/2012/10/02/2012-24374/strengthening-protections-against-trafficking-in-persons-in-federal-contracts,https://www.govinfo.gov/content/pkg/FR-2012-10-02/pdf/2012-24374.pdf,Presidential Document,Executive Order,10/02/2012,09/25/2012,60029,Strengthening Protections Against Trafficking in Persons in Federal Contracts,"",13627
77 FR 56749, 2012-22807,56752,https://www.federalregister.gov/documents/2012/09/13/2012-22807/gulf-coast-ecosystem-restoration,https://www.govinfo.gov/content/pkg/FR-2012-09-13/pdf/2012-22807.pdf,Presidential Document,Executive Order,09/13/2012,09/10/2012,56749,Gulf Coast Ecosystem Restoration,"See: EO 12777, October 18,1991; EO 13554, October 5, 2010",13626
77 FR 54777, 2012-22030,54781,https://www.federalregister.gov/documents/2012/09/05/2012-22030/accelerating-investment-in-industrial-energy-efficiency,https://www.govinfo.gov/content/pkg/FR-2012-09-05/pdf/2012-22030.pdf,Presidential Document,Executive Order,09/05/2012,08/30/2012,54777,Accelerating Investment in Industrial Energy Efficiency,"",13624
77 FR 54783, 2012-22062,54786,https://www.federalregister.gov/documents/2012/09/05/2012-22062/improving-access-to-mental-health-services-for-veterans-service-members-and-military-families,https://www.govinfo.gov/content/pkg/FR-2012-09-05/pdf/2012-22062.pdf,Presidential Document,Executive Order,09/05/2012,08/31/2012,54783,"Improving Access to Mental Health Services for Veterans, Service Members, and Military Families","",13625
77 FR 49345, 2012-20259,49348,https://www.federalregister.gov/documents/2012/08/16/2012-20259/preventing-and-responding-to-violence-against-women-and-girls-globally,https://www.govinfo.gov/content/pkg/FR-2012-08-16/pdf/2012-20259.pdf,Presidential Document,Executive Order,08/16/2012,08/10/2012,49345,Preventing and Responding to Violence Against Women and Girls Globally,"",13623
77 FR 45897, 2012-19055,45902,https://www.federalregister.gov/documents/2012/08/02/2012-19055/authorizing-additional-sanctions-with-respect-to-iran,https://www.govinfo.gov/content/pkg/FR-2012-08-02/pdf/2012-19055.pdf,Presidential Document,Executive Order,08/02/2012,07/30/2012,45897,Authorizing Additional Sanctions With Respect to Iran,"Amended by: EO 13628, October 9, 2012
See: EO 12957, March 15, 1995; EO 13628, October 9, 2012
Revoked by: EO 13716, January 16, 2016",13622
77 FR 45471, 2012-18868,45476,https://www.federalregister.gov/documents/2012/08/01/2012-18868/white-house-initiative-on-educational-excellence-for-african-americans,https://www.govinfo.gov/content/pkg/FR-2012-08-01/pdf/2012-18868.pdf,Presidential Document,Executive Order,08/01/2012,07/26/2012,45471,White House Initiative on Educational Excellence for African Americans,"Continued by: EO 13652 , September 30, 2013; EO 13708, September 30, 2015; EO 13811, September 29, 2017
 See: EO 13532, February 26, 2010",13621
77 FR 43481, 2012-18237,43485,https://www.federalregister.gov/documents/2012/07/24/2012-18237/taking-additional-steps-to-address-the-national-emergency-with-respect-to-somalia,https://www.govinfo.gov/content/pkg/FR-2012-07-24/pdf/2012-18237.pdf,Presidential Document,Executive Order,07/24/2012,07/20/2012,43481,Taking Additional Steps to Address the National Emergency With Respect to Somalia,"See: EO 13536, April 12, 2010",13620
77 FR 41243, 2012-17264,41245,https://www.federalregister.gov/documents/2012/07/13/2012-17264/blocking-property-of-persons-threatening-the-peace-security-or-stability-of-burma,https://www.govinfo.gov/content/pkg/FR-2012-07-13/pdf/2012-17264.pdf,Presidential Document,Executive Order,07/13/2012,07/11/2012,41243,"Blocking Property of Persons Threatening the Peace, Security, or Stability of Burma","Amends: EO 13448, October 18, 2007; EO 13464, April 30, 2008
See: EO 13047, May 20, 1997; EO 13310, July 28, 2003; EO 13448, October 18, 2007; EO 13464, April 30, 2008
Revoked by: EO 13742, October 7, 2016
",13619
77 FR 40779, 2012-17022,40783,https://www.federalregister.gov/documents/2012/07/11/2012-17022/assignment-of-national-security-and-emergency-preparedness-communications-functions,https://www.govinfo.gov/content/pkg/FR-2012-07-11/pdf/2012-17022.pdf,Presidential Document,Executive Order,07/11/2012,07/06/2012,40779,Assignment of National Security and Emergency Preparedness Communications Functions,"Revokes: EO 12472, April 3, 1984;;
 ;  Amends: EO 12382, September 13, 1982;;
 ;  See: EO 12333, December 4, 1981; EO 13526, December 29, 2009",13618
77 FR 38457, 2012-15954,38461,https://www.federalregister.gov/documents/2012/06/27/2012-15954/blocking-property-of-the-government-of-the-russian-federation-relating-to-the-disposition-of-highly,https://www.govinfo.gov/content/pkg/FR-2012-06-27/pdf/2012-15954.pdf,Presidential Document,Executive Order,06/27/2012,06/25/2012,38457,Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons,"See: EO 12938, November 14, 1994; EO 13085, May 26, 1998; EO 13159, June 21, 2000
Revoked by: EO 13695, May 26, 2015",13617
77 FR 36903, 2012-15183,36906,https://www.federalregister.gov/documents/2012/06/20/2012-15183/accelerating-broadband-infrastructure-deployment,https://www.govinfo.gov/content/pkg/FR-2012-06-20/pdf/2012-15183.pdf,Presidential Document,Executive Order,06/20/2012,06/14/2012,36903,Accelerating Broadband Infrastructure Deployment,"See: EO 13604, March 2, 2012",13616
77 FR 31153, 2012-12881,31154,https://www.federalregister.gov/documents/2012/05/24/2012-12881/providing-an-order-of-succession-within-the-department-of-agriculture,https://www.govinfo.gov/content/pkg/FR-2012-05-24/pdf/2012-12881.pdf,Presidential Document,Executive Order,05/24/2012,05/21/2012,31153,Providing an Order of Succession Within the Department of Agriculture,"Revokes: EO 13542, May 13, 2010",13612
77 FR 31155, 2012-12882,31156,https://www.federalregister.gov/documents/2012/05/24/2012-12882/providing-an-order-of-succession-within-the-department-of-commerce,https://www.govinfo.gov/content/pkg/FR-2012-05-24/pdf/2012-12882.pdf,Presidential Document,Executive Order,05/24/2012,05/21/2012,31155,Providing an Order of Succession Within the Department of Commerce,"Revokes: EO 13242, December 18, 2001",13613
77 FR 31157, 2012-12883,31158,https://www.federalregister.gov/documents/2012/05/24/2012-12883/providing-an-order-of-succession-within-the-environmental-protection-agency,https://www.govinfo.gov/content/pkg/FR-2012-05-24/pdf/2012-12883.pdf,Presidential Document,Executive Order,05/24/2012,05/21/2012,31157,Providing an Order of Succession Within the Environmental Protection Agency,"Revokes: EO 13261, March 19, 2002; EO 13344, July 7, 2004",13614
77 FR 31159, 2012-12889,31160,https://www.federalregister.gov/documents/2012/05/24/2012-12889/providing-an-order-of-succession-within-the-office-of-management-and-budget,https://www.govinfo.gov/content/pkg/FR-2012-05-24/pdf/2012-12889.pdf,Presidential Document,Executive Order,05/24/2012,05/21/2012,31159,Providing an Order of Succession Within the Office of Management and Budget,"Revokes: EO 13370, January 13, 2005",13615
77 FR 29533, 2012-12225,29535,https://www.federalregister.gov/documents/2012/05/18/2012-12225/blocking-property-of-persons-threatening-the-peace-security-or-stability-of-yemen,https://www.govinfo.gov/content/pkg/FR-2012-05-18/pdf/2012-12225.pdf,Presidential Document,Executive Order,05/18/2012,05/16/2012,29533,"Blocking Property of Persons Threatening the Peace, Security, or Stability of Yemen","",13611
77 FR 28467, 2012-11798,28470,https://www.federalregister.gov/documents/2012/05/14/2012-11798/identifying-and-reducing-regulatory-burdens,https://www.govinfo.gov/content/pkg/FR-2012-05-14/pdf/2012-11798.pdf,Presidential Document,Executive Order,05/14/2012,05/10/2012,28467,Identifying and Reducing Regulatory Burdens,"See: EO 12866, September 30, 1993; EO 13563, January 18, 2011; EO 13636, February 12, 2013; EO 13707, September 15, 2015",13610
77 FR 26413, 2012-10968,26415,https://www.federalregister.gov/documents/2012/05/04/2012-10968/promoting-international-regulatory-cooperation,https://www.govinfo.gov/content/pkg/FR-2012-05-04/pdf/2012-10968.pdf,Presidential Document,Executive Order,05/04/2012,05/01/2012,26413,Promoting International Regulatory Cooperation,"See: EO 12866, September 30, 1993; EO 13563, January 18, 2011",13609
77 FR 26407, 2012-10884,26411,https://www.federalregister.gov/documents/2012/05/03/2012-10884/prohibiting-certain-transactions-with-and-suspending-entry-into-the-united-states-of-foreign,https://www.govinfo.gov/content/pkg/FR-2012-05-03/pdf/2012-10884.pdf,Presidential Document,Executive Order,05/03/2012,05/01/2012,26407,Prohibiting Certain Transactions With and Suspending Entry Into the United States of Foreign Sanctions Evaders With Respect to Iran and Syria,"See: EO 12938, November 4, 1994; EO 12957, March 15, 1995; EO 13224, September 23, 2001; EO 13338, May 1, 2004",13608
77 FR 25861, 2012-10715,25864,https://www.federalregister.gov/documents/2012/05/02/2012-10715/establishing-principles-of-excellence-for-educational-institutions-serving-service-members-veterans,https://www.govinfo.gov/content/pkg/FR-2012-05-02/pdf/2012-10715.pdf,Presidential Document,Executive Order,05/02/2012,04/27/2012,25861,"Establishing Principles of Excellence for Educational Institutions Serving Service Members, Veterans, Spouses, and Other Family Members","",13607
77 FR 24569, 2012-10034,24574,https://www.federalregister.gov/documents/2012/04/24/2012-10034/blocking-the-property-and-suspending-entry-into-the-united-states-of-certain-persons-with-respect-to,https://www.govinfo.gov/content/pkg/FR-2012-04-24/pdf/2012-10034.pdf,Presidential Document,Executive Order,04/24/2012,04/22/2012,24569,Blocking the Property and Suspending Entry Into the United States of Certain Persons With Respect to Grave Human Rights Abuses by the Governments of Iran and Syria via Information Technology,"See: EO 12957, March 15, 1995; EO 13338, May 11, 2004",13606
77 FR 23105, 2012-9473,23108,https://www.federalregister.gov/documents/2012/04/17/2012-9473/supporting-safe-and-responsible-development-of-unconventional-domestic-natural-gas-resources,https://www.govinfo.gov/content/pkg/FR-2012-04-17/pdf/2012-9473.pdf,Presidential Document,Executive Order,04/17/2012,04/13/2012,23105,Supporting Safe and Responsible Development of Unconventional Domestic Natural Gas Resources,"",13605
77 FR 18885, 2012-7636,18890,https://www.federalregister.gov/documents/2012/03/28/2012-7636/improving-performance-of-federal-permitting-and-review-of-infrastructure-projects,https://www.govinfo.gov/content/pkg/FR-2012-03-28/pdf/2012-7636.pdf,Presidential Document,Executive Order,03/28/2012,03/22/2012,18885,Improving Performance of Federal Permitting and Review of Infrastructure Projects,"See: EO 13563, January 18, 2011; EO 13580, July 12, 2011; EO 13616, June 14, 2012",13604
77 FR 16651, 2012-7019,16660,https://www.federalregister.gov/documents/2012/03/22/2012-7019/national-defense-resources-preparedness,https://www.govinfo.gov/content/pkg/FR-2012-03-22/pdf/2012-7019.pdf,Presidential Document,Executive Order,03/22/2012,03/16/2012,16651,National Defense Resources Preparedness,"See: EO 11858, May 7, 1975; EO 12472, April 3, 1984; EO 12656, November 18, 1988",13603
77 FR 16131, 2012-6797,16134,https://www.federalregister.gov/documents/2012/03/20/2012-6797/establishing-a-white-house-council-on-strong-cities-strong-communities,https://www.govinfo.gov/content/pkg/FR-2012-03-20/pdf/2012-6797.pdf,Presidential Document,Executive Order,03/20/2012,03/15/2012,16131,"Establishing a White House Council on Strong Cities, Strong Communities","Revoked by: EO 13748, November 16, 2016",13602
77 FR 12981, 2012-5366,12983,https://www.federalregister.gov/documents/2012/03/05/2012-5366/establishment-of-the-interagency-trade-enforcement-center,https://www.govinfo.gov/content/pkg/FR-2012-03-05/pdf/2012-5366.pdf,Presidential Document,Executive Order,03/05/2012,02/28/2012,12981,Establishment of the Interagency Trade Enforcement Center,"",13601
77 FR 8711, 2012-3616,8715,https://www.federalregister.gov/documents/2012/02/14/2012-3616/establishing-the-presidents-global-development-council,https://www.govinfo.gov/content/pkg/FR-2012-02-14/pdf/2012-3616.pdf,Presidential Document,Executive Order,02/14/2012,02/09/2012,8711,Establishing the President's Global Development Council,"Amended by: EO 13652, September 30, 2013;
 Continued by: EO 13652, September 30, 2013; EO 13708, September 30, 2015",13600
77 FR 6657, 2012-3097,6662,https://www.federalregister.gov/documents/2012/02/08/2012-3097/blocking-property-of-the-government-of-iran-and-iranian-financial-institutions,https://www.govinfo.gov/content/pkg/FR-2012-02-08/pdf/2012-3097.pdf,Presidential Document,Executive Order,02/08/2012,02/05/2012,6657,Blocking Property of the Government of Iran and Iranian Financial Institutions,"See: EO 12957, March 15, 1995; EO 12170, November 14, 1979; EO 12281, January 19, 1981; EO 13628, October 9, 2012",13599
77 FR 5369, 2012-2557,5372,https://www.federalregister.gov/documents/2012/02/02/2012-2557/assignment-of-functions-relating-to-certain-promotion-and-appointment-actions-in-the-armed-forces,https://www.govinfo.gov/content/pkg/FR-2012-02-02/pdf/2012-2557.pdf,Presidential Document,Executive Order,02/02/2012,01/27/2012,5369,Assignment of Functions Relating to Certain Promotion and Appointment Actions in the Armed Forces,"",13598
77 FR 3373, 2012-1568,3375,https://www.federalregister.gov/documents/2012/01/24/2012-1568/establishing-visa-and-foreign-visitor-processing-goals-and-the-task-force-on-travel-and,https://www.govinfo.gov/content/pkg/FR-2012-01-24/pdf/2012-1568.pdf,Presidential Document,Executive Order,01/24/2012,01/19/2012,3373,Establishing Visa and Foreign Visitor Processing Goals and the Task Force On Travel and Competitiveness,"See: EO 13749, November 29, 2016
Amended by: EO 13802, June 21, 2017",13597
76 FR 80725, 2011-33335,80726,https://www.federalregister.gov/documents/2011/12/27/2011-33335/amendments-to-executive-orders-12131-and-13539,https://www.govinfo.gov/content/pkg/FR-2011-12-27/pdf/2011-33335.pdf,Presidential Document,Executive Order,12/27/2011,12/19/2011,80725,Amendments to Executive Orders 12131 and 13539,"Amends: EO 12131, May 4, 1979; EO 13539, April 21, 2010",13596
76 FR 80205, 2011-33089,80207,https://www.federalregister.gov/documents/2011/12/23/2011-33089/instituting-a-national-action-plan-on-women-peace-and-security,https://www.govinfo.gov/content/pkg/FR-2011-12-23/pdf/2011-33089.pdf,Presidential Document,Executive Order,12/23/2011,12/19/2011,80205,"Instituting a National Action Plan On Women, Peace, And Security","",13595
76 FR 80191, 2011-33087,80203,https://www.federalregister.gov/documents/2011/12/23/2011-33087/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2011-12-23/pdf/2011-33087.pdf,Presidential Document,Executive Order,12/23/2011,12/19/2011,80191,Adjustments of Certain Rates of Pay,"Supersedes: EO 13561, December 22, 2010",13594
76 FR 78449, 2011-32486,78463,https://www.federalregister.gov/documents/2011/12/16/2011-32486/2011-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2011-12-16/pdf/2011-32486.pdf,Presidential Document,Executive Order,12/16/2011,12/13/2011,78449,"2011 Amendments to the Manual for Courts-Martial, United States","",13593
76 FR 76603, 2011-31624,76607,https://www.federalregister.gov/documents/2011/12/08/2011-31624/improving-american-indian-and-alaska-native-educational-opportunities-and-strengthening-tribal,https://www.govinfo.gov/content/pkg/FR-2011-12-08/pdf/2011-31624.pdf,Presidential Document,Executive Order,12/08/2011,12/02/2011,76603,Improving American Indian and Alaska Native Educational Opportunities and Strengthening Tribal Colleges and Universities,"Revokes: EO 13270, July 3, 2002; EO 13336, April 30, 2004; EO 13585, September 30, 2011",13592
76 FR 74621, 2011-30990,74624,https://www.federalregister.gov/documents/2011/11/30/2011-30990/continuance-of-certain-federal-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2011-11-30/pdf/2011-30990.pdf,Presidential Document,Executive Order,11/30/2011,11/23/2011,74621,Continuance of Certain Federal Advisory Committees,"See: EO 13521, November 24, 2009; EO 13522, December 9, 2009; EO 13532, February 26, 2010; EO 13538, April 22, 2010; EO 13539, April 21, 2011; EO 13540, April 26, 2010; EO 13549, August 18, 2010; EO 13544, June 10, 2010; EO 13631, December 7, 2012",13591
76 FR 72609, 2011-30463,72612,https://www.federalregister.gov/documents/2011/11/23/2011-30463/authorizing-the-imposition-of-certain-sanctions-with-respect-to-the-provision-of-goods-services,https://www.govinfo.gov/content/pkg/FR-2011-11-23/pdf/2011-30463.pdf,Presidential Document,Executive Order,11/23/2011,11/20/2011,72609,"Authorizing the Imposition of Certain Sanctions With Respect to the Provision of Goods, Services, Technology, or Support for Iran's Energy and Petrochemical Sectors","See: EO 12957, March 15, 1995
Revoked by: EO 13716, January 16, 2016",13590
76 FR 70861, 2011-29683,70864,https://www.federalregister.gov/documents/2011/11/15/2011-29683/promoting-efficient-spending,https://www.govinfo.gov/content/pkg/FR-2011-11-15/pdf/2011-29683.pdf,Presidential Document,Executive Order,11/15/2011,11/09/2011,70861,Promoting Efficient Spending,"See: EO 13576, June 13, 2011; Memorandum of May 24, 2011",13589
76 FR 68295, 2011-28728,68296,https://www.federalregister.gov/documents/2011/11/03/2011-28728/reducing-prescription-drug-shortages,https://www.govinfo.gov/content/pkg/FR-2011-11-03/pdf/2011-28728.pdf,Presidential Document,Executive Order,11/03/2011,10/31/2011,68295,Reducing Prescription Drug Shortages,"",13588
76 FR 63811, 2011-26729,63815,https://www.federalregister.gov/documents/2011/10/13/2011-26729/structural-reforms-to-improve-the-security-of-classified-networks-and-the-responsible-sharing-and,https://www.govinfo.gov/content/pkg/FR-2011-10-13/pdf/2011-26729.pdf,Presidential Document,Executive Order,10/13/2011,10/07/2011,63811,Structural Reforms To Improve the Security of Classified Networks and the Responsible Sharing and Safeguarding of Classified Information,"",13587
76 FR 63533, 2011-26574,63535,https://www.federalregister.gov/documents/2011/10/12/2011-26574/establishing-an-emergency-board-to-investigate-disputes-between-certain-railroads-represented-by-the,https://www.govinfo.gov/content/pkg/FR-2011-10-12/pdf/2011-26574.pdf,Presidential Document,Executive Order,10/12/2011,10/06/2011,63533,Establishing an Emergency Board to Investigate Disputes Between Certain Railroads Represented by the National Carriers' Conference Committee of the National Railway Labor Conference and Their Employees Represented by Certain Labor Organizations,"",13586
76 FR 62281, 2011-26141,62282,https://www.federalregister.gov/documents/2011/10/07/2011-26141/continuance-of-certain-federal-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2011-10-07/pdf/2011-26141.pdf,Presidential Document,Executive Order,10/07/2011,09/30/2011,62281,Continuance of Certain Federal Advisory Committees,"See: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, June 28, 1966; EO 11612, July 26, 1971; EO 12131, May 4, 1979; EO 12216, June 18, 1980; EO 12367, June 15, 1982; EO 12382, September 13, 1982; EO 12829, January 6, 1993; EO 12905, March 25, 1994; EO 12994, March 21, 1996; EO 13231, October 16, 2001; EO 13265, June 6, 2002; EO 13270, July 3, 2002; EO 13515, October 14, 2009; EO 13592, December 2, 2011 ;
 Supersedes: EO 13511, September 29, 2009;
 Superseded in part by: EO 13652, September 30, 2013;
 Amends: EO 13515, October 14, 2009",13585
76 FR 56945, 2011-23891,56947,https://www.federalregister.gov/documents/2011/09/15/2011-23891/developing-an-integrated-strategic-counterterrorism-communications-initiative-and-establishing-a,https://www.govinfo.gov/content/pkg/FR-2011-09-15/pdf/2011-23891.pdf,Presidential Document,Executive Order,09/15/2011,09/09/2011,56945,Developing an Integrated Strategic Counterterrorism Communications Initiative and Establishing a Temporary Organization to Support Certain Government-wide Communications Activities Directed Abroad,"Revoked by: EO 13721, March 14, 2016",13584
76 FR 52845, 2011-21704,52849,https://www.federalregister.gov/documents/2011/08/23/2011-21704/establishing-a-coordinated-government-wide-initiative-to-promote-diversity-and-inclusion-in-the,https://www.govinfo.gov/content/pkg/FR-2011-08-23/pdf/2011-21704.pdf,Presidential Document,Executive Order,08/23/2011,08/18/2011,52845,Establishing a Coordinated Government-Wide Initiative to Promote Diversity and Inclusion in the Federal Workforce,"See: EO 13078, March 13, 1998; EO 13163, July 26, 2000; EO 13171, October 12, 2000; EO 13518, November 9, 2009; EO 13548, July 26, 2010; and EO 13583, August 18, 2011",13583
76 FR 52209, 2011-21505,52211,https://www.federalregister.gov/documents/2011/08/22/2011-21505/blocking-property-of-the-government-of-syria-and-prohibiting-certain-transactions-with-respect-to,https://www.govinfo.gov/content/pkg/FR-2011-08-22/pdf/2011-21505.pdf,Presidential Document,Executive Order,08/22/2011,08/17/2011,52209,Blocking Property of the Government of Syria and Prohibiting Certain Transactions With Respect to Syria,"See: EO 13338, May 11, 2004; EO 13399, April 25, 2006; EO 13460, February 13, 2008; EO 13572, April 29, 2011; and EO 13573, May 18, 2011",13582
76 FR 44757, 2011-19156,44759,https://www.federalregister.gov/documents/2011/07/27/2011-19156/blocking-property-of-transnational-criminal-organizations,https://www.govinfo.gov/content/pkg/FR-2011-07-27/pdf/2011-19156.pdf,Presidential Document,Executive Order,07/27/2011,07/24/2011,44757,Blocking Property of Transnational Criminal Organizations,"",13581
76 FR 41987, 2011-18065,41991,https://www.federalregister.gov/documents/2011/07/15/2011-18065/interagency-working-group-on-coordination-of-domestic-energy-development-and-permitting-in-alaska,https://www.govinfo.gov/content/pkg/FR-2011-07-15/pdf/2011-18065.pdf,Presidential Document,Executive Order,07/15/2011,07/12/2011,41987,Interagency Working Group on Coordination of Domestic Energy Development and Permitting in Alaska,"See: EO 13547, June 19, 2010",13580
76 FR 41585, 2011-17953,41588,https://www.federalregister.gov/documents/2011/07/14/2011-17953/regulation-and-independent-regulatory-agencies,https://www.govinfo.gov/content/pkg/FR-2011-07-14/pdf/2011-17953.pdf,Presidential Document,Executive Order,07/14/2011,07/11/2011,41585,Regulation and Independent Regulatory Agencies,"See: EO 12866, September 30, 1993; EO 13563, January 18, 2011",13579
76 FR 40591, 2011-17447,40592,https://www.federalregister.gov/documents/2011/07/11/2011-17447/coordinating-policies-on-automotive-communities-and-workers,https://www.govinfo.gov/content/pkg/FR-2011-07-11/pdf/2011-17447.pdf,Presidential Document,Executive Order,07/11/2011,07/06/2011,40591,Coordinating Policies on Automotive Communities and Workers,"Revokes: EO 13509, June 23, 2009",13578
76 FR 35715, 2011-15443,35717,https://www.federalregister.gov/documents/2011/06/20/2011-15443/establishment-of-the-selectusa-initiative,https://www.govinfo.gov/content/pkg/FR-2011-06-20/pdf/2011-15443.pdf,Presidential Document,Executive Order,06/20/2011,06/15/2011,35715,Establishment of the SelectUSA Initiative,"",13577
76 FR 35295, 2011-15181,35299,https://www.federalregister.gov/documents/2011/06/16/2011-15181/delivering-an-efficient-effective-and-accountable-government,https://www.govinfo.gov/content/pkg/FR-2011-06-16/pdf/2011-15181.pdf,Presidential Document,Executive Order,06/16/2011,06/13/2011,35295,"Delivering an Efficient, Effective, and Accountable Government","",13576
76 FR 34839, 2011-14919,34843,https://www.federalregister.gov/documents/2011/06/14/2011-14919/establishment-of-the-white-house-rural-council,https://www.govinfo.gov/content/pkg/FR-2011-06-14/pdf/2011-14919.pdf,Presidential Document,Executive Order,06/14/2011,06/09/2011,34839,Establishment of the White House Rural Council,"Revoked by: EO 13790 of April 25, 2017",13575
76 FR 30505, 2011-13173,30507,https://www.federalregister.gov/documents/2011/05/25/2011-13173/authorizing-the-implementation-of-certain-sanctions-set-forth-in-the-iran-sanctions-act-of-1996-as,https://www.govinfo.gov/content/pkg/FR-2011-05-25/pdf/2011-13173.pdf,Presidential Document,Executive Order,05/25/2011,05/23/2011,30505,"Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Sanctions Act of 1996, as Amended","See: EO 12957, March 15, 1995
Revoked by: EO 13716, January 16, 2016",13574
76 FR 29143, 2011-12645,29146,https://www.federalregister.gov/documents/2011/05/20/2011-12645/blocking-property-of-senior-officials-of-the-government-of-syria,https://www.govinfo.gov/content/pkg/FR-2011-05-20/pdf/2011-12645.pdf,Presidential Document,Executive Order,05/20/2011,05/18/2011,29143,Blocking Property of Senior Officials of the Government of Syria,"See: EO 13338, May 11, 2004; EO 13399, April 25, 2006; EO 13460, February 13, 2008; EO 13572, April 29, 2011; EO 13582, August 17, 2011",13573
76 FR 24787, 2011-10910,24789,https://www.federalregister.gov/documents/2011/05/03/2011-10910/blocking-property-of-certain-persons-with-respect-to-human-rights-abuses-in-syria,https://www.govinfo.gov/content/pkg/FR-2011-05-03/pdf/2011-10910.pdf,Presidential Document,Executive Order,05/03/2011,04/29/2011,24787,Blocking Property of Certain Persons With Respect to Human Rights Abuses in Syria,"See: EO 13338, May 11, 2004; EO 13399, April 25, 2006; EO 13460, February 13, 2008; EO 13573, May 18, 2011; EO 13582, August 17, 2011",13572
76 FR 24339, 2011-10732,24341,https://www.federalregister.gov/documents/2011/05/02/2011-10732/streamlining-service-delivery-and-improving-customer-service,https://www.govinfo.gov/content/pkg/FR-2011-05-02/pdf/2011-10732.pdf,Presidential Document,Executive Order,05/02/2011,04/27/2011,24339,Streamlining Service Delivery and Improving Customer Service,"See: EO 12862, September 11, 1993; Memoranda of March 22, 1995, and March 3, 1998",13571
76 FR 22289, 2011-9739,22292,https://www.federalregister.gov/documents/2011/04/20/2011-9739/prohibiting-certain-transactions-with-respect-to-north-korea,https://www.govinfo.gov/content/pkg/FR-2011-04-20/pdf/2011-9739.pdf,Presidential Document,Executive Order,04/20/2011,04/18/2011,22289,Prohibiting Certain Transactions With Respect to North Korea,"See: EO 13466, June 26, 2008; EO 13551, August 30, 2010; EO 13687, January 2, 2015",13570
