executive_order_number,title,signing_date,disposition_notes,president,days,count
11304.0,Amending   11175 relating to the exclusion for original or new Canadian issues where required for international monetary stability,1966-09-12,"Federal Register page and date: 31 FR 12005; September 14, 1955
Amends: EO 11175, September 2, 1964
Supersedes in part: EO 11198, February 10,

      1965",Lyndon B Johnson,1025,177.0
11305.0,"Authorizing the Secretary of Army and the Governor of the Canal Zone, respectively, to perform certain functions relating to the Panama Canal and the Canal Zone",1966-09-12,"Federal Register page and date: 31 FR 12007; September 14, 1966
Supersedes:

      

      EO 7676, July 26, 1937 (in part); EO 8962,

      December 6, 1941; EO 9746, July 1, 1946; EO

      10595, February 7, 1955
Revoked by: FR Doc. 79-38798 (44 FR 75308), December 19, 1979, pursuant to Panama Canal Treaty of 1977 and Panama Canal Act of 1979",Lyndon B Johnson,1025,178.0
11306.0,Establishing the President's Committee on Rural Poverty and the National Advisory Commission on Rural Poverty,1966-09-27,"Federal Register page and date: 31 FR 12769; September 30, 1966
Commission to submit its final report by 12 months after its appointment and the Committee and Commission to terminate 90 days after submission of final report",Lyndon B Johnson,1040,179.0
11307.0,Coordination of Federal programs affecting agricultural and rural area development,1966-09-30,"Federal Register page and date: 31 FR 12917; October 4, 1966
Supersedes: EO 11122, October 16,

      1963
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1043,180.0
11308.0,"Creating an emergency board to investigate a dispute between the Pan American World Airways, Inc., and certain of its employees",1966-09-30,"Federal Register page and date: 31 FR 12919; October 4, 1966
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1043,181.0
11309.0,"Amending   11215, relating to the President's Commission on the Patent System",1966-10-06,"Federal Register page and date: 31 FR 13075; October 8, 1966
Amends: EO 11215, April 8, 1965",Lyndon B Johnson,1049,182.0
11310.0,Assigning emergency preparedness functions to the Attorney General,1966-10-11,"Federal Register page and date: 31 FR 13199; October 13, 1966
Revoked by: EO 11490, October 28,

      1969",Lyndon B Johnson,1054,183.0
11311.0,Carrying out provisions of the Beirut Agreement of 1948 relating to audio-visual materials,1966-10-14,"Federal Register page and date: 31 FR 13413; October 18, 1966",Lyndon B Johnson,1057,184.0
11312.0,Designating the Secretary of State to perform functions relating to certain objects of cultural significance imported into the United States for temporary display or exhibition,1966-10-14,"Federal Register page and date: 31 FR 13415; October 18, 1966
Revoked by: EO 12047, March 27, 1978",Lyndon B Johnson,1057,185.0
11313.0,Providing that certain officers may act as Postmaster General,1966-10-15,"Federal Register page and date: 31 FR 13417; October 18, 1966
Supersedes: EO 10154, August 22, 1950; EO

      10558, September 8, 1954; EO 10686, November

      1, 1956
The General Counsel's Office, U.S. Postal Service, in an opinion paper of June 10, 1975 concludes that it does not apply to them since the Postal Reorganization Act of 1970 (84 Stat. 719, 39 U.S. 101) established the Postal Service as an independent agency and therefore the President's authority to designate officers to act as Postmaster General was voided by the Act",Lyndon B Johnson,1058,186.0
11314.0,"Creating a Board of Inquiry to report on certain labor disputes affecting the military jet engine industry, military aircraft industry, military armament industry and military electronics industry of the United States",1966-10-17,"Federal Register page and date: 31 FR 13419; October 18, 1966
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1060,187.0
11315.0,"Amending the civil service rules to authorize an executive assignment system for positions in Grades 16, 17, and 18 of the General Schedule",1966-11-17,"Federal Register page and date: 31 FR 14729; November 19, 1966
Amended by: EO 12107, December 28, 1978",Lyndon B Johnson,1091,188.0
11316.0,Placing an additional position in level V of the Federal Executive Salary Schedule,1966-11-28,"Federal Register page and date: 31 FR 15011; November 30, 1966
Amends: EO 11248, October 10, 1965",Lyndon B Johnson,1102,189.0
11317.0,"Amending paragraph 127c of the Manual for Courts-Martial, United States, 1951",1966-12-03,"Federal Register page and date: 31 FR 15305; December 7, 1966
Amends: EO 10214, February 8, 1951",Lyndon B Johnson,1107,190.0
11318.0,"Designating the European Space Research Organization as a public international organization entitled to enjoy privileges, exemptions, and immunities",1966-12-05,"Federal Register page and date: 31 FR 15307; December 7, 1966
Amended by: EO 11351, May 22, 1967
Superseded by: EO 11760, January 17,

      1974",Lyndon B Johnson,1109,191.0
11319.0,"Amending   10707, establishing a seal for the United States Coast Guard",1966-12-09,"Federal Register page and date: 31 FR 15629; December 13, 1966
Amends: EO 10707, May 6, 1957",Lyndon B Johnson,1113,192.0
11320.0,Delegating authority to prescribe rules and regulations relating to foreign gifts and decorations,1966-12-12,"Federal Register page and date: 31 FR 15789; December 15, 1966
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1116,193.0
11321.0,Creating a Board of Inquiry to report on a labor dispute affecting the military aircraft engine industry of the United States,1966-12-19,"Federal Register page and date: 31 FR 16301; December 21, 1966
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1123,194.0
11322.0,Relating to trade and other transactions involving Southern Rhodesia,1967-01-05,"Federal Register page and date: 32 FR 119; January 7, 1967
Modified by: EO 11419, July 29, 1968
Revoked by: EO 12183, December 16, 1979
See: EO 10973, November 3, 1961;
      EO 11677, August 1, 1972; EO
      11940, September 30, 1976; EO 11978,
      March 18, 1977",Lyndon B Johnson,1140,195.0
11323.0,Placing an additional position in level V of the Federal Executive Salary Schedule,1967-01-20,"Federal Register page and date: 32 FR 777; January 24, 1967
Amends: EO 11248, October 10, 1965",Lyndon B Johnson,1155,196.0
11324.0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,1967-01-28,"Federal Register page and date: 32 FR 1075; January 31, 1967
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1163,197.0
11325.0,Prescribing a new part of the Selective Service regulations,1967-01-30,"Federal Register page and date: 32 FR 1119; February 1, 1967
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1165,198.0
11326.0,Providing for the regulation of air transportation in the Ryukyu Islands,1967-02-13,"Federal Register page and date: 32 FR 2841; February 14, 1967
Amended by: EO 11382, November 28, 1967
Nullified by treaty with Japan on May 15, 1972 (TIAS 7314; 23 UST 446)
See: EO 10854, November 27, 1959",Lyndon B Johnson,1179,199.0
11327.0,Assigning authority to order certain persons in the Ready Reserve to active duty,1967-02-15,"Federal Register page and date: 32 FR 2995; February 17, 1967
Superseded in part by: EO 11366, August
      4, 1967
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1181,200.0
11328.0,"Modifying   11198, relating to the interest equalization tax on certain commercial bank loans",1967-02-20,"Federal Register page and date: 32 FR 3137; February 22, 1967
Modifies EO 11198, February 10, 1965",Lyndon B Johnson,1186,201.0
11329.0,Creating a Board of Inquiry to report on a labor dispute affecting the shipbuilding and repair industries of the United States,1967-03-02,"Federal Register page and date: 32 FR 3811; March 8, 1967
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1196,202.0
11330.0,Providing for the coordination of youth opportunity by programs,1967-03-05,"Federal Register page and date: 32 FR 3871; March 9, 1967
Amended by: EO 11547, July 10, 1970
Revoked by: EO 12379, August 17, 1982
See: Federal Advisory Committee Act, October 6, 1972 (Pub. L. 92-436;
      86 Stat. 776); EO 11827, January 4, 1975",Lyndon B Johnson,1199,203.0
11331.0,Establishment of the Pacific Northwest River Basins Commission,1967-03-06,"Federal Register page and date: 32 FR 3875; March 9, 1967
Amended by: EO 11613, August 2, 1971; EO
      12038, February 3, 1978; EO 12148, July
      20, 1979
Revoked by: EO 12319, September 9,
      1981",Lyndon B Johnson,1200,204.0
11332.0,"Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Government Operations, House of Representatives",1967-03-07,"Federal Register page and date: 32 FR 3877; March 9, 1967",Lyndon B Johnson,1201,205.0
11333.0,"Partially suspending section 6374 of Title 10 of the United States Code, relating to retirement of brigadier generals of the Marine Corps",1967-03-07,"Federal Register page and date: 32 FR 3879; March 9, 1967
Note: Suspension only good until June 29, 1968",Lyndon B Johnson,1201,206.0
11334.0,"Enjoyment of certain privileges, exemptions, and immunities by the Asian Development Bank and coordination of United States policies with regard to the Bank",1967-03-07,"Federal Register page and date: 32 FR 3933; March 10, 1967
Amends: EO 11269, February 14, 1966",Lyndon B Johnson,1201,207.0
11335.0,Placing an additional position in level V of the Federal Executive Salary Schedule,1967-03-09,"Federal Register page and date: 32 FR 3965; March 11, 1967
Amends: EO 11248, October 10, 1965",Lyndon B Johnson,1203,208.0
11336.0,Delegating to the Secretary of Agriculture certain authority relating to emergency livestock feed,1967-03-22,"Federal Register page and date: 32 FR 4489; March 24, 1967",Lyndon B Johnson,1216,209.0
11337.0,"Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Government Operations",1967-03-25,"Federal Register page and date: 32 FR 5245; March 29, 1967",Lyndon B Johnson,1219,210.0
11338.0,Placing an additional position in level V of the Federal Executive Salary Schedule,1967-03-27,"Federal Register page and date: 32 FR 5247; March 29, 1967
Amends: EO 11248, October 10, 1965",Lyndon B Johnson,1221,211.0
11339.0,Delegating certain authority of the President with regard to Army and Air Force rations,1967-03-28,"Federal Register page and date: 32 FR 5321; March 30, 1967
Revokes:
      
      EO 5952, November 23, 1932;
      
      EO 7500, December 3, 1936; EO 8333, January
      25, 1940; EO 10545, July 15, 1954; EO
      11032, June 19, 1962
Revoked by: EO 12781, November 20, 1991",Lyndon B Johnson,1222,212.0
11340.0,Effective date of Department of Transportation Act,1967-03-30,"Federal Register page and date: 32 FR 5453; April 1, 1967",Lyndon B Johnson,1224,213.0
11341.0,Establishing the President's Commission on Postal Organization,1967-04-08,"Federal Register page and date: 32 FR 5765; April 11, 1967
(Commission to terminate April 8, 1968, unless President determines otherwise)",Lyndon B Johnson,1233,214.0
11342.0,The Quetico-Superior Committee,1967-04-10,"Federal Register page and date: 32 FR 5827; April 12, 1967
Supersedes:
      
      EO 6783, June 30, 1934; EO 7921, June 30, 1938;
      EO 9213, August 4, 1942; EO
      9741, June 25, 1946, EO 9890, September
      6, 1947; EO 10134, June 28, 1950; EO
      10541, June 30, 1954; EO 10589, January
      15, 1955; EO 10767, May 9, 1958; EO
      11031, June 19, 1962
Committee continued by: EO 11827, January
      4, 1975; EO 11948, December 20, 1976
Amended by: EO 11937, September 10, 1976
Revoked by: EO 12029, December 14,
      1977",Lyndon B Johnson,1235,215.0
11343.0,Creating an emergency board to investigate the disputes between the Long Island Rail Road and certain of its employees,1967-04-12,"Federal Register page and date: 32 FR 6085; April 18, 1967
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1237,216.0
11344.0,Creating a Board of Inquiry to report on a labor dispute affecting the military aircraft industry and the military aircraft engine industry of the United States,1967-04-15,"Federal Register page and date: 32 FR 6173; April 20, 1967
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1240,217.0
11345.0,Establishment of the Great Lakes Basin Commission,1967-04-20,"Federal Register page and date: 32 FR 6329; April 22, 1967
Amended by: EO 11613, August 2, 1971; EO
      11646, February 8, 1972; EO 11882, October
      6, 1975; EO 12038, February 3, 1978; EO
      12148, July 20, 1979
Revoked by: EO 12319, September 9,
      1981",Lyndon B Johnson,1245,218.0
11346.0,Placing an additional position in level V of the Federal Salary Schedule,1967-04-20,"Federal Register page and date: 32 FR 6331; April 22, 1967
Amends: EO 11248, October 10, 1965",Lyndon B Johnson,1245,219.0
11347.0,"Amendment of   11210, establishing a Temporary Commission on Pennsylvania Avenue",1967-04-20,"Federal Register page and date: 32 FR 6333; April 22, 1967
Amends: EO 11210, March 25, 1965
Commission ceased to function on November 15, 1969",Lyndon B Johnson,1245,220.0
11348.0,Providing for the further training of Government employees,1967-04-20,"Federal Register page and date: 32 FR 6335; April 22, 1967
Revokes: EO 10800, January 15, 1959
Amended by: EO 12107, December 28, 1978",Lyndon B Johnson,1245,221.0
11349.0,"Amending   11136, relating to the President's Commission on Consumer Interests and the Consumer Advisory Council",1967-05-01,"Federal Register page and date: 32 FR 6759; May 3, 1967
Amends: EO 11136, January 3, 1964
Revoked by: EO 11583, February 24, 1971",Lyndon B Johnson,1256,222.0
11350.0,Amending the Selective Service regulations,1967-05-03,"Federal Register page and date: 32 FR 6961; May 6, 1967
Amends: EO 9988, August 20, 1948; EO
      10001, September 17, 1948; EO 10008, October
      18, 1948; EO 10116, March 9, 1950; EO
      10202, January 12, 1951; EO 10292, September
      25, 1951; EO 10363, January 5, 1952; EO
      10659, February 15, 1956; EO 10714, June
      13, 1957; EO 10984, January 5, 1962; EO
      11188, November 17, 1964
Amended by: EO 11360, June 30, 1967; EO
      11586, March 10, 1971
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1258,223.0
11351.0,"Amending   11318, designating the European Space Research Organization as a public international organization",1967-05-22,"Federal Register page and date: 32 FR 7561; May 24, 1967
Amends: EO 11318, December 5, 1966
Superseded by: EO 11760, January 17,
      1974",Lyndon B Johnson,1277,224.0
11352.0,"Suspending a provision of section 5751(b) of Title 10, United States Code, which relates to officers of the Marine Corps in the grade of lieutenant colonel",1967-05-22,"Federal Register page and date: 32 FR 7563; May 24, 1967
Revoked by: EO 11437, December 2, 1968",Lyndon B Johnson,1277,225.0
11353.0,Establishing the President's Advisory Council on Cost Reduction,1967-05-23,"Federal Register page and date: 32 FR 7623; May 25, 1967
Amended by: EO 11418, July 27, 1968
Revoked by: EO 11509, February 11, 1970",Lyndon B Johnson,1278,226.0
11354.0,"Amending   11030 of June 19, 1962, with respect to the preparation of Presidential proclamations",1967-05-23,"Federal Register page and date: 32 FR 7695; May 26, 1967
Amends:
      
      EO 3577, November 8, 1921; EO 10347, April
      18, 1952; EO 11030, June 19, 1962
See: EO 11517, March 19, 1970",Lyndon B Johnson,1278,227.0
11355.0,Amending   10647 respecting certain appointments under the Defense Production Act of 1950,1967-05-26,"Federal Register page and date: 32 FR 7803; May 30, 1967
Amends: EO 10647, November 28, 1955
Amended by: EO 12107, December 28, 1978
Superseded or revoked by : EO 12919, June
      3, 1994",Lyndon B Johnson,1281,228.0
11356.0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,1967-05-30,"Federal Register page and date: 32 FR 8019; June 3, 1967
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1285,229.0
11357.0,Administration of the National Traffic and Motor Vehicle Safety Act through the National Highway Safety Bureau and its director,1967-06-06,"Federal Register page and date: 32 FR 8225; June 8, 1967
See Pub. L. 91-605 (84 Stat. 1739, 23 U.S.C. 401 note) functions vested in National Highway Traffic Safety Administration.",Lyndon B Johnson,1292,230.0
11358.0,"Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Un-American Activities, House of Representatives",1967-06-06,"Federal Register page and date: 32 FR 8227; June 8, 1967",Lyndon B Johnson,1292,231.0
11359.0,Establishment of the Souris-Red-Rainy River Basins Commission,1967-06-20,"Federal Register page and date: 32 FR 8851; June 22, 1967
Amended by: EO 11613, August 2, 1971; EO
      11635, December 9, 1971
Superseded by: EO 11737, September 7, 1973",Lyndon B Johnson,1306,232.0
11359.5,Adding the Secretary of Transportation to the membership of the President' Council on Recreation and Natural Beauty,1967-06-29,"Federal Register page and date: FR 10049; July 8, 1967
Amends: EO 11278, May 4, 1966
Revoked by: EO 11472, May 29, 1969",Lyndon B Johnson,1315,233.0
11360.0,Amending the Selective Service regulations,1967-06-30,"Federal Register page and date: 32 FR 9787; July 4, 1967
Amends: EO 9979, July 20, 1948; EO
      9988, August 20, 1948; EO 10001, September
      17, 1948; EO 10008, October 18, 1948; EO
      10202, January 12, 1951; EO 10292, September
      25, 1951; EO 10363, June 17, 1952; EO
      10366, June 26, 1952; EO 10469,
      July 11, 1953; EO 10562, September 20, 1954;
      EO 10659, February 15, 1956; EO
      10714, June 13, 1957; EO 10735, October
      17, 1957; EO 10809, March 19, 1959; EO
      10984, January 5, 1962; EO 11098,
      March 14, 1963; EO 11188, November 17, 1964;
      EO 11241, August 26, 1965; EO
      11266, January 18, 1966; EO 11350, May 3, 1967
Amended by: EO 11497, November 26,
      1969; EO 11527, April 23, 1970; EO
      11537, June 16, 1970; EO 11555, September
      2, 1970; EO 11563, September 26, 1970; EO
      11586, March 10, 1971; EO 11606, July
      10, 1971
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1316,234.0
11361.0,"Suspending a provision of section 5751(b) of Title 10, United States Code, which relates to officers of the Marine Corps in the grade of first lieutenant",1967-07-06,"Federal Register page and date: 32 FR 10153; July 11, 1967
Revoked by: EO 11437, December 2, 1968",Lyndon B Johnson,1322,235.0
11362.0,Providing for the use of transportation priorities and allocations during the current railroad strike,1967-07-16,"Federal Register page and date: 32 FR 10495; July 18, 1967
See: EO 10480, August 14, 1953",Lyndon B Johnson,1332,236.0
11363.0,"Designating the International Secretariat for Volunteer Service as a public international organization entitled to enjoy certain privileges, exemptions, and immunities",1967-07-20,"Federal Register page and date: 32 FR 10779; July 22, 1967",Lyndon B Johnson,1336,237.0
11364.0,Providing for the restoration of law and order in the State of Michigan,1967-07-24,"Federal Register page and date: 32 FR 10907; July 26, 1967
See: Proc. 3795, July 24, 1967",Lyndon B Johnson,1340,238.0
11365.0,Establishing a National Advisory Commission on Civil Disorders,1967-07-29,"Federal Register page and date: 32 FR 11111; August 1, 1967
Commission to terminate by July 29, 1968",Lyndon B Johnson,1345,239.0
11366.0,Assigning authority to order certain persons in the Ready Reserve to active duty,1967-08-04,"Federal Register page and date: 32 FR 11411; August 8, 1967
Amended by: EO 13286, February 28, 2003
Supersedes in part: EO 11327, February 15, 1967",Lyndon B Johnson,1351,240.0
11367.0,Placing an additional position in level IV of the Federal Executive Salary Schedule,1967-08-18,"Federal Register page and date: 32 FR 12037; August 22, 1967
Amends: EO 11248, October 10, 1965",Lyndon B Johnson,1365,241.0
11368.0,Modifying rates of interest equalization tax and amending   11211,1967-08-28,"Federal Register page and date: 32 FR 12549; August 30, 1967
Amends: EO 11211, April 2, 1965
Amended by: EO 11464, April 3, 1969
Authority repealed by: Pub. L. 94-455 (90 Stat. 1014, 26 U.S.C. 4911 note)
See: EO 11506, February 2, 1970",Lyndon B Johnson,1375,242.0
11369.0,Placing additional positions in level V of the Federal Executive Salary Schedule,1967-08-29,"Federal Register page and date: 32 FR 12585; August 31, 1967
Amends: EO 11248, October 10, 1965",Lyndon B Johnson,1376,243.0
11370.0,"Inspection of income, estate, and gift tax returns by the Committee on Public Works, House of Representatives",1967-08-30,"Federal Register page and date: 32 FR 12665; September 1, 1967",Lyndon B Johnson,1377,244.0
11371.0,Establishment of the New England River Basins Commission,1967-09-06,"Federal Register page and date: 32 FR 12903; September 9, 1967
Amended by: EO 11528, April 24, 1970; EO
      11613, August 2, 1971; EO 11707, March
      12, 1973; EO 11882, October 6, 1975; EO
      12038, February 3, 1978; EO 12148, July
      20, 1979
Revoked by: EO 12319, September 9,
      1981",Lyndon B Johnson,1384,245.0
11372.0,"Designating the Lake Ontario Claims Tribunal as a public international organization entitled to enjoy certain privileges, exemptions, and immunities",1967-09-18,"Federal Register page and date: 32 FR 13251; September 20, 1967
Revoked by: EO 11439, December 7, 1968",Lyndon B Johnson,1396,246.0
11373.0,Providing for certain transfers from the National Capital Transportation Agency to the Washington Metropolitan Area Transit Authority,1967-09-20,"Federal Register page and date: 32 FR 13371; September 22, 1967",Lyndon B Johnson,1398,247.0
11374.0,Abolishing the Missile Sites Labor Commission and providing for the performance of its functions,1967-10-11,"Federal Register page and date: 32 FR 14199; October 13, 1967
Revokes: EO 10946, May 26, 1961",Lyndon B Johnson,1419,248.0
11375.0,"Amending   11246, relating to equal employment opportunity",1967-10-13,"Federal Register page and date: 32 FR 14303; October 17, 1967
Amends: EO 11246, September 24, 1965
Supersedes in part: EO 11478, August
      8, 1969",Lyndon B Johnson,1421,249.0
11376.0,"Amending   11022, relating to the President's Council on Aging",1967-10-17,"Federal Register page and date: 32 FR 14545; October 19, 1967
Amends: EO 11022, May 14, 1962
Revoked by: EO 12379, August 17, 1982",Lyndon B Johnson,1425,250.0
11377.0,Providing for Tariff Commission reports regarding the estimated consumption of certain brooms,1967-10-23,"Federal Register page and date: 32 FR 14725; October 25, 1967
Revoked by: EO 12608, September 9, 1987",Lyndon B Johnson,1431,251.0
11378.0,Exemption of Daniel J. Quill from compulsory retirement for age,1967-10-31,"Federal Register page and date: 32 FR 15237; November 3, 1967
See: EO 10530, May 10, 1954; EO
      10682, October 22, 1956",Lyndon B Johnson,1439,252.0
11379.0,Designating officials to act as Commissioner of the District of Columbia,1967-11-08,"Federal Register page and date: 32 FR 15625; November 10, 1967
Nullified by Pub. L. 93-198; (87 Stat. 790)",Lyndon B Johnson,1447,253.0
11380.0,Amending prior Executive orders relating to mutual educational and cultural exchange and to allowances and benefits for Government personnel on overseas duty,1967-11-08,"Federal Register page and date: 32 FR 15627; November 10, 1967
Amends: EO 10903, January 9,
      1961; EO 11034, June 25, 1962",Lyndon B Johnson,1447,254.0
11381.0,"Amending   10807 of March 13, 1959, relating to the Federal Council for Science and Technology",1967-11-08,"Federal Register page and date: 32 FR 15629; November 10, 1967
Amends: EO 10807, March 13, 1959
Abolished by: Pub. L. 94-282 (90 Stat. 472, 42 U.S.C. 1862 note)",Lyndon B Johnson,1447,255.0
11382.0,Amendment of Executive orders relating to functions of the Department of Transportation,1967-11-28,"Federal Register page and date: 32 FR 16247; November 29, 1967
Revokes: EO 10534, June 9, 1954; EO
      10771, June 20, 1958; EO 10858, January
      13, 1960; EO 10968, October 10, 1961
 Amends: EO 10448, April 22,
      1953; EO 10501, November 5, 1953;
      EO 10536, June 9, 1954; EO
      10631, August 17, 1955; EO 10765, April
      24, 1958; EO 10789, November 14, 1958; EO
      10840, September 30, 1959; EO 10854, November
      27, 1959; EO 10865, February 20, 1960; EO
      10898, December 2, 1960; EO 10977,
      December 4, 1961; EO 11016, April 25, 1962;
      EO 11046, August 24, 1962; EO
      11079, January 25, 1963; EO 11137, January
      7, 1964; EO 11149, April 1, 1964; EO
      11157, June 22, 1964; EO 11161, July 7,
      1964; EO 11182, October 2, 1964; EO
      11190, December 29, 1964; EO 11231, July
      8, 1965; EO 11239, July 31, 1965; EO
      11326, February 13, 1967; Presidential memorandum of August 11, 1960;
      Presidential letter of June 22, 1963
Amended by: EO 11515, March 13, 1970; EO
      12334, September 3, 1980
Revoked in part by: EO 11428, September
      5, 1968
See: EO 10883, August 11, 1960; EO
      11610, July 22, 1971; EO 11652, March
      8, 1972; EO 12829, January 6, 1993",Lyndon B Johnson,1467,256.0
11383.0,"Inspection of income, excess-profits, estate, and gift tax returns by the Senate Select Committee on Standards and Conduct",1967-11-30,"Federal Register page and date: 32 FR 17421; December 5, 1967",Lyndon B Johnson,1469,257.0
11384.0,Placing an additional position in level V of the Federal Executive Salary Schedule,1967-12-01,"Federal Register page and date: 32 FR 17423; December 5, 1967
Amends: EO 11248, October 10, 1965",Lyndon B Johnson,1470,258.0
11385.0,Placing an additional position in level IV of the Federal Executive Salary Schedule,1967-12-16,"Federal Register page and date: 32 FR 18081; December 19, 1967
Amends: EO 11248, October 10, 1965",Lyndon B Johnson,1485,259.0
11386.0,"Prescribing arrangements for coordination of the activities of regional commissions and activities of the Federal Government relating to regional economic development, and establishing the Federal Advisory Council on Regional Economic Development",1967-12-28,"Federal Register page and date: 33 FR 5; January 3, 1968
Amends: EO 11182, October 2, 1964
Revokes: EO 11209, March 25, 1965
Revoked in part by: EO 11608, July 19, 1971
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1497,260.0
11387.0,Governing certain capital transfers abroad,1968-01-01,"Federal Register page and date: 33 FR 47; January 3, 1968
Revoked by: EO 12553, February 25, 1986
See: Proc. 2914, December 16, 1950; Pub. L. 94-412 (90 Stat. 1255, 50 U.S.C. 1601)",Lyndon B Johnson,1501,261.0
11388.0,Designation of officers of the Department of Commerce to act as Secretary of Commerce,1968-01-15,"Federal Register page and date: 33 FR 563; January 17, 1968
Supersedes: EO 10148, August 5, 1950
Superseded by: EO 11880, October 2, 1975",Lyndon B Johnson,1515,262.0
11389.0,Placing an additional position in level IV of the Federal Executive Salary Schedule,1968-01-22,"Federal Register page and date: 33 FR 839; January 24, 1968
Amends: EO 11248, October 10, 1965 (which

      was revoked by EO 11708, March 23, 1973)",Lyndon B Johnson,1522,263.0
11390.0,Delegation of certain functions of the President to the Secretary of Defense,1968-01-22,"Federal Register page and date: 33 FR 841; January 24, 1968
Amended by: EO 11601, June 29, 1971; EO

      12396, December 9, 1982; EO 12608, September

      9, 1987",Lyndon B Johnson,1522,264.0
11391.0,Amending the Selective Service regulations,1968-01-24,"Federal Register page and date: 33 FR 949; January 26, 1968
Amends: EO 10344, April 17, 1952; EO

      10594, January 31, 1955; EO 10837, September

      14, 1959
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1524,265.0
11392.0,"Ordering certain units of the Ready Reserve of the Naval Reserve, Air Force Reserve and Air National Guard of the United States to active duty",1968-01-25,"Federal Register page and date: 33 FR 951; January 26, 1968",Lyndon B Johnson,1525,266.0
11393.0,"Amending   11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule",1968-01-25,"Federal Register page and date: 33 FR 1065; January 27, 1968
Amends: EO 11248, October 10, 1965 (which

      was revoked by EO 11708, March 23, 1973);

      EO 11268, January 20, 1966",Lyndon B Johnson,1525,267.0
11394.0,Establishing the President's Commission for the Observance of Human Rights Year 1968,1968-01-30,"Federal Register page and date: 33 FR 2429; February 1, 1968
Amended by: EO 11411, May 13, 1968
Commission to terminate on January 30, 1969 when it submits its final report
See: Proc. 3814, October 11, 1967",Lyndon B Johnson,1530,268.0
11395.0,"Further amending   10713, providing for administration of the Ryukyu Islands",1968-01-31,"Federal Register page and date: 33 FR 2561; February 3, 1968
Amends: EO 10713, June 5, 1957
Nullified by treaty with Japan on May 15, 1972 (TIAS 7314, 23 UST 446)
See: EO 11010, March 19, 1962; EO

      11263, December 20, 1965; EO 11618, September

      10, 1971",Lyndon B Johnson,1531,269.0
11396.0,Providing for the coordination by the Attorney General of Federal law enforcement and crime prevention programs,1968-02-07,"Federal Register page and date: 33 FR 2689; February 8, 1968",Lyndon B Johnson,1538,270.0
11397.0,Authorizing transitional appointments of veterans who have served during the Vietnam era,1968-02-09,"Federal Register page and date: 33 FR 2833; February 10, 1968
Revoked by: EO 11521, March 26, 1970",Lyndon B Johnson,1540,271.0
11398.0,Establishing the President's Council on Physical Fitness and Sports,1968-03-04,"Federal Register page and date: 33 FR 4169; March 6, 1968
Amends: EO 10830, July 24, 1959
Revokes: EO 11074, January 8, 1963
Amended by: EO 11492, October 30,

      1969
Revoked by: EO 11562, September 25, 1970",Lyndon B Johnson,1564,272.0
11399.0,Establishing the National Council on Indian Opportunity,1968-03-06,"Federal Register page and date: 33 FR 4245; March 7, 1968
Amended by: EO 11551, August 11, 1970; EO

      11688, December 1, 1972
Council terminated November 26, 1974 under provisions of Pub. L. 91-125 (83 Stat. 220, 25 U.S.C. nt. prec. 1)",Lyndon B Johnson,1566,273.0
11400.0,Placing an additional position in level V of the Federal Executive Salary Schedule,1968-03-11,"Federal Register page and date: 33 FR 4507; March 14, 1968
Amends: EO 11248, October 10, 1965
Revoked by: EO 11708 of March 23, 1973",Lyndon B Johnson,1571,274.0
11401.0,"Modifying   6868 of October 9, 1934, as amended, designating the authority to carry out the provisions of the District of Columbia Alley Dwelling Act",1968-03-13,"Federal Register page and date: 33 FR 4559; March 15, 1968
Amends: EO 6868, October 9, 1934
Nullified by Pub. L. 93-198 (87 Stat. 779, 40 U.S.C. 71a)
See: EO 7784-A, January 5, 1937; EO

      8033, January 11, 1939; EO 9344, May 21,

      1943; EO 9916, December 31, 1947; EO

      10128, June 2, 1950",Lyndon B Johnson,1573,275.0
11402.0,Making the Vice President of the United States the Chairman of the President's Council on Recreation and Natural Beauty,1968-03-29,"Federal Register page and date: 33 FR 5253; April 2, 1968
Amends: EO 11278, May 4, 1966
Revoked by: EO 11472, May 29, 1969",Lyndon B Johnson,1589,276.0
