,executive_order_number,title,signing_date,disposition_notes,president,days,count
3573,11070.0,"Amendment of the list of communicable diseases contained

 in   
	9708 of March 26, 1946,

 as amended by   
	10532 of

 May 28, 1954",1962-12-12,"Federal Register page and date: 27 FR 12393; December 14, 1962
Amends: 
		EO 9708, March 26, 1946
Revoked by: 
		EO 12452, December 22, 1983
See: 
		EO 10532, May 28, 1954",John F Kennedy,691,158.0
3574,11071.0,Designation of certain foreign countries as economically less developed countries for purposes of the Revenue Act of 1962,1962-12-27,"Federal Register page and date: 27 FR 12875; December 29, 1962
Superseded in part by: 
		EO 11224, May 13,

 1965
Authority repealed by Pub. L. 94-12 (89 Stat. 59, 26 U.S.C. 955 note)",John F Kennedy,706,159.0
3575,11072.0,Extending the exterior boundaries of the Superior National Forest in Minnesota and the Clark National Forest in Missouri,1962-12-28,"Federal Register page and date: 28 FR 3; January 1, 1963",John F Kennedy,707,160.0
3576,11073.0,Providing for Federal salary administration,1963-01-02,"Federal Register page and date: 28 FR 203; January 9, 1963
Revokes: EO 10072, July 29, 1949
Supersedes: EO 11056, October 11, 1962
Amended by: EO 11173, August 20, 1964
Superseded by: EO 11721, May 23, 1973",John F Kennedy,712,161.0
3577,11074.0,Establishing the President's Council on Physical Fitness,1963-01-08,"Federal Register page and date: 28 FR 259; January 10, 1963
Amends: EO 10830, July 24, 1959
Revokes: EO 10673, July 16, 1956; EO
      10772, June 30, 1958; EO 10931,
      March 29, 1961
Revoked by: EO 11398, March 4, 1968",John F Kennedy,718,162.0
3578,11075.0,Administration of the Trade Expansion Act of 1962,1963-01-15,"Federal Register page and date: 28 FR 473; January 18, 1963
Revokes: EO 10082, October 5, 1949; EO
      10170, October 12, 1950; EO 10401, October
      14, 1952; EO 10741, November 25, 1957
Amends: EO 11051, September 27, 1962
Amended by: EO 11106, April 18, 1963; EO 11113, June 13, 1963
Office of Special Representative for Trade Negotiations abolished by Pub. L. 93-618, January 3, 1975 (88 Stat. 2000) Sec. 141(g)(1)
Revoked by: EO 11846, March 27, 1975
See: EO 11030, June 19, 1962; Proc. 3815,
      October 11, 1967; Proc. 3816, October 11, 1967; Proc. 3822, December 16,
      1967; Proc. 3951, December 24, 1969; Proc. 3953, December 31, 1969; Title
      15 CFR, Part 610, Chap. VI",John F Kennedy,725,163.0
3579,11076.0,Establishing the President's Advisory Commission on Narcotic and Drug Abuse,1963-01-15,"Federal Register page and date: 28 FR 477; January 18, 1963",John F Kennedy,725,164.0
3580,11077.0,Administration of the Migration and Refugee Assistance Act of 1962,1963-01-22,"Federal Register page and date: 28 FR 629; January 24, 1963
Amended by: EO 11922, June 16, 1976; EO
      12608, September 9, 1987",John F Kennedy,732,165.0
3581,11078.0,"Creating a Board of Inquiry to report on a labor dispute affecting the ballistics missile, space vehicle and military aircraft industry",1963-01-23,"Federal Register page and date: 28 FR 679; January 25, 1963
Revoked by: EO 12553, February 25, 1986",John F Kennedy,733,166.0
3582,11079.0,"Providing for the prescribing of regulations under which members of the armed forces and others may accept fellowships, scholarships or grants",1963-01-25,"Federal Register page and date: 28 FR 819; January 29, 1963
Amended by: EO 11382, November 28, 1967;
      EO 12608, September 9, 1987; EO 13286, February 28, 2003",John F Kennedy,735,167.0
3583,11080.0,"Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Foreign Relations",1963-01-29,"Federal Register page and date: 28 FR 903; January 31, 1963",John F Kennedy,739,168.0
3584,11081.0,"Amending the Manual for Courts-Martial, United States, 1951, to implement section 815 of title 10, United States Code, relating to nonjudicial punishment",1963-01-29,"Federal Register page and date: 28 FR 945; February 1, 1963
Amends: EO 10214, February 8, 1951 (the
      manual prescribed by the EO)",John F Kennedy,739,169.0
3585,11082.0,"Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Government Operations",1963-02-04,"Federal Register page and date: 28 FR 1131; February 6, 1963",John F Kennedy,745,170.0
3586,11083.0,"Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Government Operations, House of Representatives",1963-02-06,"Federal Register page and date: 28 FR 1245; February 8, 1963",John F Kennedy,747,171.0
3587,11084.0,"Amending   10995, relating to telecommunications",1963-02-15,"Federal Register page and date: 28 FR 1531; February 19, 1963
Amends: EO 10995, February 16, 1962
Revoked by: EO 11556, September 4, 1970",John F Kennedy,756,172.0
3588,11085.0,The Presidential Medal of Freedom,1963-02-22,"Federal Register page and date: 28 FR 1759; February 26, 1963
Amends: EO 9586, July 6, 1945; EO
      10336, April 3, 1952; EO 10717, June 27,
      1957",John F Kennedy,763,173.0
3589,11086.0,Amendment of   10587 relating to the administration of section 32(h) of the Trading with the Enemy Act,1963-02-26,"Federal Register page and date: 28 FR 1833; February 28, 1963
Amends: EO 10587, January 13, 1955
Revoked by: EO 12553, February 25, 1986",John F Kennedy,767,174.0
3590,11087.0,Assigning emergency preparedness functions to the Secretary of State,1963-02-26,"Federal Register page and date: 28 FR 1835; February 28, 1963
Revoked by: EO 11490, October 28,
      1969",John F Kennedy,767,175.0
3591,11088.0,Assigning emergency preparedness functions to the Secretary of the Treasury,1963-02-26,"Federal Register page and date: 28 FR 1837; February 28, 1963
Revoked by: EO 11490, October 28,
      1969",John F Kennedy,767,176.0
3592,11089.0,Assigning emergency preparedness functions to the Atomic Energy Commission,1963-02-26,"Federal Register page and date: 28 FR 1839; February 28, 1963
Revoked by: EO 11490, October 28,
      1969",John F Kennedy,767,177.0
3593,11090.0,Assigning emergency preparedness functions to the Civil Aeronautics Board,1963-02-26,"Federal Register page and date: 28 FR 1841; February 28, 1963
Revoked by: EO 11490, October 28,
      1969",John F Kennedy,767,178.0
3594,11091.0,Assigning emergency preparedness functions to the Civil Service Commission,1963-02-26,"Federal Register page and date: 28 FR 1843; February 28, 1963
Revoked by: EO 11490, October 28,
      1969",John F Kennedy,767,179.0
3595,11092.0,Assigning emergency preparedness functions to the Federal Communications Commission,1963-02-26,"Federal Register page and date: 28 FR 1847; February 28, 1963
Revoked by: EO 11490, October 28,
      1969",John F Kennedy,767,180.0
3596,11093.0,Assigning emergency preparedness functions to the Administrator of General Services,1963-02-26,"Federal Register page and date: 28 FR 1851; February 28, 1963
Revoked by: EO 11490, Oct 28, 1969",John F Kennedy,767,181.0
3597,11094.0,Assigning emergency preparedness functions to: The Board of Governors of the Federal Reserve System; The Federal Home Loan Bank Board; The Farm Credit Administration; The Export-Import Bank of Washington; The Board of Directors of the Federal Deposit Insurance Corporation; The Securities and Exchange Commission; The Administrator of the Small Business Administration; and The Administrator of Veterans Affairs,1963-02-26,"Federal Register page and date: 28 FR 1855; February 28, 1963
Revoked by: EO 11490, October 28,
      1969",John F Kennedy,767,182.0
3598,11095.0,Assigning emergency preparedness functions to: The Board of Directors of the Tennessee Valley Authority; The Railroad Retirement Board; The Administrator of the National Aeronautics and Space Administration; The Federal Power Commission; The Director of the National Science Foundation,1963-02-26,"Federal Register page and date: 28 FR 1859; February 28, 1963
Revoked by: EO 11490, October 28,
      1969",John F Kennedy,767,183.0
3599,11096.0,Establishing a seal for the United States Civil Service Commission,1963-02-28,"Federal Register page and date: 28 FR 2021; March 2, 1963
See notice of March 15, 1988, FR Doc. 88-5617, 53 FR 8530",John F Kennedy,769,184.0
3600,11097.0,"Amendment of   10501, as amended, relating to authority for the original classification of defense information and material",1963-02-28,"Federal Register page and date: 28 FR 2225; March 7, 1963
Amends: EO 10501, November 5,
      1953; EO 10901, January 9, 1961
 See: EO 10985, January 12, 1962; EO
      11652, March 8, 1972",John F Kennedy,769,185.0
3601,11098.0,Amending the Selective Service regulations,1963-03-14,"Federal Register page and date: 28 FR 2615; March 19, 1963
Amends: EO 10001, September 17, 1948; EO
      10008, October 18, 1948; EO 10202, January
      12, 1951; EO 10292, September 25, 1951; EO
      10420, December 17, 1952; EO 10469,
      July 11, 1953; EO 10594, January 31, 1955;
      EO 10659, February 15, 1956; EO
      10714, June 13, 1957; EO 10735, October
      17, 1957; EO 10809, March 19, 1959; EO
      10984, January 5, 1962
Amended by: EO 11119, September 10, 1963; EO
      11188, November 17, 1964; EO 11241, August
      26, 1965; EO 11266, January 18, 1966; EO
      11360, June 30, 1967; EO 11497,
      November 26, 1969; EO 11527, April 23, 1970;
      EO 11537, June 16, 1970; EO
      11553, August 26, 1970; EO 11563, September
      26, 1970
Revoked by: EO 12553, February 25, 1986",John F Kennedy,783,186.0
3602,11099.0,"Inspection of income, estate, and gift tax returns by the House of Committee on Public Works",1963-03-14,"Federal Register page and date: 28 FR 2619; March 19, 1963",John F Kennedy,783,187.0
3603,11100.0,Establishing the President's Commission on Registration and Voting Participation,1963-03-30,"Federal Register page and date: 28 FR 3149; April 2, 1963
Amended by: EO 11134, December 20,
      1963",John F Kennedy,799,188.0
3604,11101.0,"Creating an emergency board to investigate disputes between the carriers represented by the Eastern, Western, and Southwestern Carriers' Conference Committees and certain of their employees",1963-04-03,"Federal Register page and date: 28 FR 3305; April 5, 1963
Revoked by: EO 12553, February 25, 1986",John F Kennedy,803,189.0
3605,11102.0,Inspection of returns by possessions of the United States,1963-04-04,"Federal Register page and date: 28 FR 3373; April 6, 1963
Revoked by: EO 12553, February 25, 1986",John F Kennedy,804,190.0
3606,11103.0,Providing for the appointment of former Peace Corps volunteers to the civilian career services,1963-04-10,"Federal Register page and date: 28 FR 3571; April 12, 1963
Amended by: EO 12107, December 28, 1978
See: EO 12034, January 10, 1978",John F Kennedy,810,191.0
3607,11104.0,U.S.S. Thresher,1963-04-12,"Federal Register page and date: 28 FR 3689; April 16, 1963",John F Kennedy,812,192.0
3608,11105.0,Transferring to the Housing and Home Finance Administrator certain functions of the Atomic Energy Commission under the Atomic Energy Community Act of 1955,1963-04-18,"Federal Register page and date: 28 FR 3909; April 20, 1963
Amends: EO 9816, December 31, 1946; EO
      10657, February 14, 1956
Revoked by: EO 12553, February 25, 1986",John F Kennedy,818,193.0
3609,11106.0,Providing for the administration of the trade agreements program and related matters,1963-04-18,"Federal Register page and date: 28 FR 3911; April 20, 1963
Amends: EO 11075, January 15, 1963
Revoked by: EO 11846, March 27, 1975
See: EO 11030, June 19, 1962; EO 11113, June 13, 1963; Title 15 CFR, Chap. VI, Part 610",John F Kennedy,818,194.0
3610,11107.0,Administration of Alaska railroads,1963-04-25,"Federal Register page and date: 28 FR 4225; April 30, 1963
Supersedes: EO 3861, June 8, 1923
Superseded by: EO 12434, July 19, 1983",John F Kennedy,825,195.0
3611,11108.0,"Delegating authority under the International Wheat Agreement Act of 1949, as amended, to the Secretary of Agriculture",1963-05-22,"Federal Register page and date: 28 FR 5185; May 24, 1963
Revoked by: EO 12553, February 25, 1986",John F Kennedy,852,196.0
3612,11109.0,"Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Un-American Activities, House of Representatives",1963-05-27,"Federal Register page and date: 28 FR 5351; May 30, 1963",John F Kennedy,857,197.0
3613,11110.0,"Amendment of   10289, as amended, relating to the performance of certain functions affecting the Department of the Treasury",1963-06-04,"Federal Register page and date: 28 FR 5605; June 7, 1963
Amends: EO 10289, September 17, 1951",John F Kennedy,865,198.0
3614,11111.0,Providing assistance for the removal of obstructions of justice and suppression of unlawful combinations within the State of Alabama,1963-06-11,"Federal Register page and date: 28 FR 5709; June 12, 1963",John F Kennedy,872,199.0
3615,11112.0,Establishing the President's Advisory Council on the Arts,1963-06-12,"Federal Register page and date: 28 FR 6037; June 14, 1963
Amended by: EO 11124, October 28, 1963
Revoked by: EO 11208, March 24, 1965",John F Kennedy,873,200.0
3616,11113.0,"Amendment of   11075, as amended, relating to the administration of the trade agreements program",1963-06-13,"Federal Register page and date: 28 FR 6183; June 15, 1963
Amends: EO 11075, January 15, 1963
Revoked by: EO 11846, March 27, 1975
See: EO 11106, April 18, 1963",John F Kennedy,874,201.0
3617,11114.0,Extending the authority of the President's Committee on Equal Employment Opportunity,1963-06-22,"Federal Register page and date: 28 FR 6485; June 25, 1963
Amends: EO 10925, March 6, 1961
Amended by: EO 11162, July 28, 1964
Superseded by: EO 11246, September 24, 1965
      (Committee abolished)",John F Kennedy,883,202.0
3618,11115.0,"Creating an emergency board to investigate disputes between the Pullman Company, the Chicago, Rock Island & Pacific Railroad Company, the New York Central System, and the Soo Line Railroad Company and  certain of their employees",1963-07-04,"Federal Register page and date: 28 FR 6905; July 6, 1963
Revoked by: EO 12553, February 25, 1986",John F Kennedy,895,203.0
3619,11116.0,Prescribing rates of charges for certain hospitalization and dispensary services and delegating authority to prescribe such rates,1963-08-05,"Federal Register page and date: 28 FR 8075; August 8, 1963
Revokes: EO 9411, December 23, 1943
Amends: EO 10530, May 10, 1954
Superseded in part by: EO 11230, June 28,
      1965
Revoked by: EO 12553, February 25, 1986",John F Kennedy,927,204.0
3620,11117.0,Establishing an Interagency Committee on International Athletics,1963-08-13,"Federal Register page and date: 28 FR 8397; August 16, 1963
Revoked by: EO 11515, March 13, 1970",John F Kennedy,935,205.0
3621,11118.0,Providing assistance for removal of unlawful obstructions of justice in the State of Alabama,1963-09-10,"Federal Register page and date: 28 FR 9863; September 11, 1963",John F Kennedy,963,206.0
3622,11119.0,Amending the Selective Service regulations,1963-09-10,"Federal Register page and date: 28 FR 9865; September 11, 1963
Amends: EO 10735, October 17, 1957; EO
      10984, January 5, 1962; EO 11098, March 14, 1963
Amended by: EO 11241, August 26, 1965; EO
      11497, November 26, 1969; EO 11527, April
      23, 1970; EO 11537, June 16, 1970; EO
      11563, September 26, 1970
Revoked by: EO 12553, February 25, 1986",John F Kennedy,963,207.0
3623,11120.0,"Amendment of   10152,
      relating to incentive pay for hazardous duty,   10168,
      relating to pay for sea duty and duty at certain places, and 
       10204, relating to basic allowances for
      quarters",1963-10-02,"Federal Register page and date: 28 FR 10631; October 3, 1963
Amends: EO 10152, August 17, 1950; EO
      10168, October 11, 1950; EO 10204, January
      15, 1951
Revoked by: EO 11157, June 22, 1964
See: EO 11146, March 13, 1964",John F Kennedy,985,208.0
3624,11121.0,"Creating an emergency board to investigate a dispute between the United Air Lines, Inc., and certain of its employees",1963-10-09,"Federal Register page and date: 28 FR 10855; October 10, 1963
Revoked by: EO 12553, February 25, 1986",John F Kennedy,992,209.0
3625,11122.0,Establishing the Rural Development Committee,1963-10-16,"Federal Register page and date: 28 FR 11171; October 18, 1963
Revokes: EO 10847, October 12, 1959
Superseded by: EO 11307, September 30, 1966",John F Kennedy,999,210.0
3626,11123.0,"Amendment of   10853,
      relating to various allowances to certain Government personnel on foreign
      duty",1963-10-18,"Federal Register page and date: 28 FR 11249; October 22, 1963
Amends: EO 10853, November 27, 1959",John F Kennedy,1001,211.0
3627,11124.0,Enlarging the membership of the President's Advisory Council on the Arts,1963-10-28,"Federal Register page and date: 28 FR 11607; October 31, 1963
Amends: EO 11112, June 12, 1963
Revoked by: EO 11208, March 24, 1965",John F Kennedy,1011,212.0
3628,11125.0,"Delegating authority of the President under sections 205 and 208 of Title 18 of the United States Code, relating to conflicts of interest",1963-10-29,"Federal Register page and date: 28 FR 11609; October 31, 1963
Revoked by: EO 11222, May 8, 1965",John F Kennedy,1012,213.0
3629,11126.0,Establishing a committee and a council relating to the status of women,1963-11-01,"Federal Register page and date: 28 FR 11717; November 1, 1963
Amended by: EO 11221, May 6, 1965; EO
      12007, August 22, 1977
Citizens' Advisory Council on the Status of Women continued by: EO
      11827, January 4, 1975; EO 11948, December
      20, 1976
Council terminated by EO 12007, August
      22, 1977
Revoked by: EO 12050, April 4, 1978
See: EO 10980, December 14, 1961",John F Kennedy,1015,214.0
3630,11127.0,Creating an emergency board to investigate a dispute between the Florida East Coast Railway Company and certain of its employees,1963-11-09,"Federal Register page and date: 28 FR 12079; November 13, 1963
Revoked by: EO 12553, February 25, 1986",John F Kennedy,1023,215.0
3631,11128.0,"Closing Government departments and agencies on November 25, 1963",1963-11-23,"Federal Register page and date: 28 FR 12609; November 27, 1963",Lyndon B Johnson,1,1.0
3632,11129.0,"Designating certain facilities of the National Aeronautics and Space Administration and of the Department of Defense, in the State of Florida, as the John F. Kennedy Space Center",1963-11-29,"Federal Register page and date: 28 FR 12787; December 3, 1963",Lyndon B Johnson,7,2.0
3633,11130.0,Appointing a commission to report upon the assassination of President John F. Kennedy,1963-11-29,"Federal Register page and date: 28 FR 12789; December 3, 1963
On September 24, 1964, President Johnson sent a letter to each of the commission members discharging the commission.",Lyndon B Johnson,7,3.0
3634,11131.0,"Creating an emergency board to investigate disputes between the Braniff Airways, Inc., Continental Airlines, Inc., Eastern Air Lines, Inc., National Airlines, Inc., Northwest Airlines, Inc., and Trans World Airlines, Inc., and certain of their employees",1963-12-11,"Federal Register page and date: 28 FR 13485; December 13, 1963
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,19,4.0
3635,11132.0,Establishing the Interagency Committee on Export Expansion,1963-12-12,"Federal Register page and date: 28 FR 13533; December 14, 1963
Amended by: EO 11148, March 23, 1964
Revoked by: EO 11753, December 20, 1973",Lyndon B Johnson,20,5.0
3636,11133.0,"Inspection of income, estate, and gift tax returns by the Senate Committee on Rules and Administration",1963-12-17,"Federal Register page and date: 28 FR 13835; December 19, 1963",Lyndon B Johnson,25,6.0
3637,11134.0,Extension of the President's Commission on Registration and Voting Participation,1963-12-20,"Federal Register page and date: 28 FR 14207; December 24, 1963
Amends: EO 11100, March 30, 1963",Lyndon B Johnson,28,7.0
3638,11135.0,"Creating an emergency board to investigate disputes between the carriers represented by the Eastern, Western and Southeastern Carriers' Conference Committee, and certain of their employees",1964-01-03,"Federal Register page and date: 29 FR 125; January 7, 1964
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,42,8.0
3639,11136.0,Establishing the President's Committee on Consumer Interstate and the Consumer Advisory Council,1964-01-03,"Federal Register page and date: 29 FR 129; January 7, 1964
Amended by: EO 11349, May 1, 1967
Revoked by: EO 11583, February 24, 1971
See: EO 11007, February 26, 1962; EO
      11566, October 26, 1970",Lyndon B Johnson,42,9.0
3640,11137.0,Relating to certain allowances and benefits for civilian employees of nonappropriated fund instrumentalities of the Armed Forces,1964-01-07,"Federal Register page and date: 29 FR 223; January 9, 1964
Amends: EO 10903, January 9,
      1961
Amended by: EO 11382, November 28, 1967
See: EO 10000, September 16, 1948",Lyndon B Johnson,46,10.0
3641,11138.0,"Modifying  , as amended by   10103, providing for the transfer of personnel to certain public international organizations",1964-01-07,"Federal Register page and date: 29 FR 225; January 9, 1964
Amends: EO 9721, May 10, 1946; EO
      10103, February 1, 1950
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,46,11.0
3642,11139.0,Authorizing acceptance of the United Nations Medal and Service Ribbon,1964-01-07,"Federal Register page and date: 29 FR 227; January 9, 1964
Amended by: EO 13286, February 28, 2003",Lyndon B Johnson,46,12.0
3643,11140.0,Delegating certain functions of the President relating to the Public Health Service,1964-01-30,"Federal Register page and date: 29 FR 1637; February 1, 1964
Supersedes: EO 10506, December
      10, 1953
Revokes: EO 9993, August 31, 1948; EO
      10031, January 26, 1949; EO 10280, August
      16, 1951; EO 10354, May 26, 1952; EO
      10497, October 27, 1953
Amended by: EO 12608, September 9, 1987",Lyndon B Johnson,69,13.0
3644,11141.0,Declaring a public policy against discriminating on the basis of age,1964-02-12,"Federal Register page and date: 29 FR 2477; February 15, 1964",Lyndon B Johnson,82,14.0
3645,11142.0,Prescribing regulations governing the allowance of travel expenses of claimants and beneficiaries of the Veterans' Administration and their attendants,1964-02-12,"Federal Register page and date: 29 FR 2479; February 15, 1964
Supersedes: EO 10810, April 22, 1959; EO
      10881, July 6, 1960
Superseded by: EO 11302, September 6, 1966",Lyndon B Johnson,82,15.0
3646,11143.0,Public Advisory Committee for Trade Negotiations,1964-03-02,"Federal Register page and date: 29 FR 3127; March 7, 1964
Amended by: EO 11159, June 23, 1964
Revoked by: EO 11425, August 30, 1968",Lyndon B Johnson,101,16.0
3647,11144.0,Establishing the Temporary Alaska Claims Commission,1964-03-05,Federal Register page and date: 29 FR 3129; March 7 1964,Lyndon B Johnson,104,17.0
3648,11145.0,Providing for a Curator of the White House and establishing a Committee for the Preservation of the White House,1964-03-07,"Federal Register page and date: 29 FR 3189; March 10, 1964
See: EO 13585, September 30, 2011
Amended by: EO 11565, October 13, 1970;
      EO 11827, January 4, 1975; EO
      11948, December 20, 1976; EO 12110, December
      28, 1978; EO 12258, December 28, 1980; EO
      12399, December 31, 1982; EO 12489, September
      28, 1984; EO 12534, September 30, 1985; EO
      12610, September 30, 1987; EO 12692,
      September 29, 1989; EO 12774, September 27,
      1991; EO 12869, September 30, 1993;
      EO 12974, September 29, 1995; EO
      13062, September 29, 1997; EO 13138, September
      30, 1999; EO 13225, September 28, 2001; EO 13316, September 17, 2003; EO 13385, September 29, 2005
Continued by: EO 13446, September 28, 2007; EO 13511, September 29, 2009; EO 13652, September 30, 2013; EO 13708, September 30, 2015",Lyndon B Johnson,106,18.0
3649,11146.0,"Amendment of   10204, prescribing regulations governing the payment of basic allowances for quarters",1964-03-13,"Federal Register page and date: 29 FR 3417; March 17, 1964
Amends: EO 10204, January 15, 1951
Revoked by: EO 11157, June 22, 1964
See: EO 11120, October 2, 1963",Lyndon B Johnson,112,19.0
3650,11147.0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,1964-03-17,"Federal Register page and date: 29 FR 3463; March 18, 1964
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,116,20.0
3651,11148.0,Designating the Secretary of the Interior as a member of the Interagency Committee on Export Expansion,1964-03-23,"Federal Register page and date: 29 FR 3695; March 25, 1964
Amends: EO 11132, December 12, 1963
Revoked by: EO 11753, December 20, 1973",Lyndon B Johnson,122,21.0
3652,11149.0,Establishing the President's Advisory Committee on Supersonic Transport,1964-04-01,"Federal Register page and date: 29 FR 4765; April 3, 1964
Amended by: EO 11382, November 28, 1967
Revoked by: EO 11428, September 5, 1968",Lyndon B Johnson,131,22.0
3653,11150.0,Establishing the Federal Reconstruction and Development Planning Commission for Alaska,1964-04-02,"Federal Register page and date: 29 FR 4789; April 4, 1964
Revoked by: EO 11182, October 2, 1964",Lyndon B Johnson,132,23.0
3654,11151.0,"Suspension of the provisions of section 5770 of Title 10, United States Code, relating to promotion of certain officers of the regular Navy",1964-04-08,"Federal Register page and date: 29 FR 4989; April 10, 1964
Revoked by: EO 12082, September 19, 1978
See Pub. L. 94-412 (90 Stat. 1255, 50 U.S.C. 1601)",Lyndon B Johnson,138,24.0
3655,11152.0,Establishing the President's Committee on Manpower,1964-04-15,"Federal Register page and date: 29 FR 5271; April 17, 1964
Revoked by: EO 11515, March 13, 1970",Lyndon B Johnson,145,25.0
3656,11153.0,"Inspection of income, estate, and gift tax returns by the Senate Committee on the Judiciary",1964-04-17,"Federal Register page and date: 29 FR 5335; April 21, 1964",Lyndon B Johnson,147,26.0
3657,11154.0,Exemption of J. Edgar Hoover from compulsory retirement for age,1964-05-08,"Federal Register page and date: 29 FR 6233; May 12, 1964",Lyndon B Johnson,168,27.0
3658,11155.0,Providing for the recognition of certain students as Presidential Scholars,1964-05-23,"Federal Register page and date: 29 FR 6909; May 27, 1964
Amended by: EO 12158, September 18, 1979; EO 13697, June 22, 2015",Lyndon B Johnson,183,28.0
3659,11156.0,Establishing a Maritime Advisory Committee,1964-06-17,"Federal Register page and date: 29 FR 7855; June 20, 1964
Revoked by: EO 11427, September 4, 1968",Lyndon B Johnson,208,29.0
3660,11157.0,"Prescribing regulations relating to incentive pay for hazardous duty, special pay for sea duty and duty at certain places, basic allowances for subsistence, and basic allowances for quarters",1964-06-22,"Federal Register page and date: 29 FR 7973; June 24, 1964
Revokes: EO 10119, March 27, 1950; EO
      10152, August 17, 1950; EO 10168, October
      11, 1950; EO 10204, January 15, 1951; EO
      10605, April 22, 1955; EO 10618, June
      28, 1955; EO 10681, October 22, 1956; EO
      10739, November 15, 1957; EO 10821, May
      20, 1959; EO 10892, November 8, 1960; EO
      10989, January 22, 1962; EO 11120,
      October 2, 1963; EO 11146, March 13, 1964
Amended by: EO 11242, August 28, 1965; EO
      11253, October 20, 1965; EO 11259, December
      3, 1965; EO 11292, August 1, 1966; EO
      11382, November 28, 1967; EO 11424, August
      29, 1968; EO 11473, June 14, 1969; EO
      11511, February 27, 1970; EO 11591, April
      23, 1971; EO 11716, April 26, 1973; EO
      11728, July 12, 1973; EO 11897, January
      13, 1976; EO 11929, July 26, 1976; EO
      11939, September 30, 1976; EO 12094, November
      1, 1978; EO 12243, October 3, 1980; EO
      12274, January 16, 1981; EO 12337, January
      11, 1982; EO 12380, August 18, 1982; EO
      12394, November 18, 1982; EO 12420, May
      11, 1983; EO 12488, September 27, 1984; EO
      12494, December 6, 1984; EO 12541, December
      30, 1985; EO 12573, November 6, 1986; EO
      12608, September 9, 1987; EO 12702, June
      4, 1991; EO 12935, October 28, 1994
Revoked by: EO 13294, March 28, 2003",Lyndon B Johnson,213,30.0
3661,11158.0,"Designating the Attorney General as the officer authorized to administer the provisions of the Austrian Assets Agreement of January 30, 1959",1964-06-22,"Federal Register page and date: 29 FR 7981; June 24, 1964
No more property involved to be administered under this order; should be viewed as obsolete--per Office of Legal Counsel, Justice Department, August 1975",Lyndon B Johnson,213,31.0
3662,11159.0,"Amendment of   11143, relating to the Public Advisory Committee for Trade Negotiations",1964-06-23,"Federal Register page and date: 29 FR 8137; June 26, 1964
Amends: EO 11143, March 2, 1964
Revoked by: EO 11425, August 30, 1968",Lyndon B Johnson,214,32.0
3663,11160.0,Prescribing regulations relating to medical care for retired ships' officers and members of crews of vessels of the Coast and Geodetic Survey and dependents of active and retired ships' officers and crew members,1964-07-06,"Federal Register page and date: 29 FR 9315; July 8, 1964
Amends: EO 9703, March 12, 1946",Lyndon B Johnson,227,33.0
3664,11161.0,Relating to certain relationships between the Department of Defense and the Federal Aviation Agency,1964-07-07,"Federal Register page and date: 29 FR 9317; July 8, 1964
Amended by: EO 11382, November 28, 1967",Lyndon B Johnson,228,34.0
3665,11162.0,Adding the Postmaster General to the membership of the President's Committee on Equal Employment Opportunity,1964-07-28,"Federal Register page and date: 29 FR 10563; July 30, 1964
Amends: EO 10925, March 6, 1961;
      EO 11114, June 22, 1963
Superseded by: EO 11246, September 24, 1965
      (committee abolished)",Lyndon B Johnson,249,35.0
3666,11163.0,"Including a certain tract of land of Fannin County, Georgia, in the Chattahoochee National Forest",1964-07-28,"Federal Register page and date: 29 FR 10565; July 28, 1964",Lyndon B Johnson,249,36.0
3667,11164.0,"Amending   10530,
      relating to the performance by the Director of the Bureau of the Budget
      of certain functions vested in the President",1964-08-01,"Federal Register page and date: 29 FR 11257; August 5, 1964
Amends: EO 10530, May 10, 1954
Superseded by: EO 11230, June 28, 1965",Lyndon B Johnson,253,37.0
3668,11165.0,"Setting aside for the use of the United States certain public lands and other public property located at the Fort Shafter Military Reservation, Hawaii",1964-08-15,"Federal Register page and date: 29 FR 11801; August 19, 1964",Lyndon B Johnson,267,38.0
3669,11166.0,"Setting aside for the use of the United States certain public lands and other public property located at the Makua Military Reservation, Hawaii",1964-08-15,"Federal Register page and date: 29 FR 11803; August 19, 1964",Lyndon B Johnson,267,39.0
3670,11167.0,"Setting aside for the use of the United States certain public lands and other public property located at the Pohakuloa Training Area, Hawaii",1964-08-15,"Federal Register page and date: 29 FR 11805; August 19, 1964",Lyndon B Johnson,267,40.0
3671,11168.0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,1964-08-18,"Federal Register page and date: 29 FR 11885; August 20, 1964
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,270,41.0
3672,11169.0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,1964-08-18,"Federal Register page and date: 29 FR 11889; August 20, 1964
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,270,42.0
