citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
62 FR 66493, 97-33299,66493,https://www.federalregister.gov/documents/1997/12/18/97-33299/the-intelligence-oversight-board-amendment-to-executive-order-12863,https://www.govinfo.gov/content/pkg/FR-1997-12-18/pdf/97-33299.pdf,Presidential Document,Executive Order,12/18/1997,12/15/1997,66493,"The Intelligence Oversight Board, Amendment to Executive Order 12863","Amends: EO 12863, September 13, 1993;;
 ;  Amended by: EO 13301, May 14, 2003;;
 ;  See: EO 13376, April 13, 2005",13070
62 FR 65989, 97-33034,65990,https://www.federalregister.gov/documents/1997/12/16/97-33034/prohibiting-certain-transactions-with-respect-to-unita,https://www.govinfo.gov/content/pkg/FR-1997-12-16/pdf/97-33034.pdf,Presidential Document,Executive Order,12/16/1997,12/12/1997,65989,Prohibiting Certain Transactions With Respect to UNITA,"",13069
62 FR 63247, 97-31456,63247,https://www.federalregister.gov/documents/1997/11/28/97-31456/closing-of-government-departments-and-agencies-on-friday-december-26-1997,https://www.govinfo.gov/content/pkg/FR-1997-11-28/pdf/97-31456.pdf,Presidential Document,Executive Order,11/28/1997,11/25/1997,63247,"Closing of Government Departments and Agencies on Friday, December 26, 1997","",13068
62 FR 59989, 97-29464,59990,https://www.federalregister.gov/documents/1997/11/05/97-29464/blocking-sudanese-government-property-and-prohibiting-transactions-with-sudan,https://www.govinfo.gov/content/pkg/FR-1997-11-05/pdf/97-29464.pdf,Presidential Document,Executive Order,11/05/1997,11/03/1997,59989,Blocking Sudanese Government Property and Prohibiting Transactions With Sudan,"See: Notice of October 27, 1998; Notice of October 29, 1999; Notice of October 31, 2000; Notice of October 31, 2001; Notice of October 29, 2002; Notice of October 29, 2003; Notice of November 1, 2004; Notice of November 1, 2005; EO 13400, April 26, 2006; Notice of November 1, 2006; Notice of November 1, 2007; Notice of October 30, 3008; Notice of October 27, 2009; EO 13804, July 11, 2017
Revoked in part by: EO 13761, January 13, 2017",13067
62 FR 59273, 97-29126,59273,https://www.federalregister.gov/documents/1997/10/31/97-29126/amendment-to-executive-order-13037-commission-to-study-capital-budgeting,https://www.govinfo.gov/content/pkg/FR-1997-10-31/pdf/97-29126.pdf,Presidential Document,Executive Order,10/31/1997,10/29/1997,59273,"Amendment to Executive Order 13037, Commission To Study Capital Budgeting","Amends: EO 13037, March 3, 1997;;
 ;  Note: EO 13066 is nullified by virtue of the Commission being abolished by EO 13138, September 30, 1999.",13066
62 FR 55329, 97-28427,55329,https://www.federalregister.gov/documents/1997/10/24/97-28427/further-amendment-to-executive-order-13038-advisory-committee-on-public-interest-obligations-of,https://www.govinfo.gov/content/pkg/FR-1997-10-24/pdf/97-28427.pdf,Presidential Document,Executive Order,10/24/1997,10/22/1997,55329,Further Amendment to Executive Order 13038 Advisory Committee on Public Interest Obligations of Digital Television Broadcasters,"Amends: EO 13038, March 11, 1997;;
 ;  See:EO 13062, September 29, 1997;;
 ;  Note: EO 13065 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13065
62 FR 53711, 97-27644,53711,https://www.federalregister.gov/documents/1997/10/16/97-27644/further-amendment-to-executive-order-13010-as-amended-critical-infrastructure-protection,https://www.govinfo.gov/content/pkg/FR-1997-10-16/pdf/97-27644.pdf,Presidential Document,Executive Order,10/16/1997,10/11/1997,53711,"Further Amendment to Executive Order 13010, as Amended, Critical Infrastructure Protection","Amends: EO 13010, July 15, 1996;;
 ;  Note: EO 13064 is nullified in part by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13064
62 FR 51755, 97-26364,51756,https://www.federalregister.gov/documents/1997/10/02/97-26364/continuance-of-certain-federal-advisory-committees-and-amendments-to-executive-orders-13038-and,https://www.govinfo.gov/content/pkg/FR-1997-10-02/pdf/97-26364.pdf,Presidential Document,Executive Order,10/02/1997,09/29/1997,51755,Continuance of Certain Federal Advisory Committees and Amendments to Executive Orders 13038 and 13054,"Amends: EO 13038, March 11, 1997 (in part); EO 13054, July 7, 1997 (in part) ;;
 ;  Revokes: EO 12864, September 15, 1993; EO 12891, January 15, 1994; EO 12946, January 20, 1995; EO 12964, June 21, 1995; EO 13015, August 22, 1996;;
 ;  Supersedes: EO 12974, September 29, 1995;;
 ;  Amended by: EO 13065, October 22, 1997;;
 ;  Superseded by: EO 13138, September 30, 1999EO 13038, March 11, 1997 (in part); EO 13054, July 7, 1997 (in part);;
 ;  See:EO 13065, October 22, 1997;;
 ;  Note: EO 13062 is nullified in part by virtue of the Advisory Committee on Public Interest Obligations of Digital Television Broadcasters being abolished by EO 13138, September 30, 1999.",13062
62 FR 51757, 97-26365,51757,https://www.federalregister.gov/documents/1997/10/02/97-26365/level-v-of-the-executive-schedule-removal-of-the-executive-director-pension-benefit-guaranty,https://www.govinfo.gov/content/pkg/FR-1997-10-02/pdf/97-26365.pdf,Presidential Document,Executive Order,10/02/1997,09/30/1997,51757,"Level V of the Executive Schedule: Removal of the Executive Director, Pension Benefit Guaranty Corporation, Department of Labor","Amends: EO 12154, September 4, 1979",13063
62 FR 48445, 97-24591,48448,https://www.federalregister.gov/documents/1997/09/15/97-24591/federal-support-of-community-efforts-along-american-heritage-rivers,https://www.govinfo.gov/content/pkg/FR-1997-09-15/pdf/97-24591.pdf,Presidential Document,Executive Order,09/15/1997,09/11/1997,48445,Federal Support of Community Efforts Along American Heritage Rivers,"Amended by: EO 13093, July 27, 1998",13061
62 FR 45139, 97-22703,45139,https://www.federalregister.gov/documents/1997/08/25/97-22703/establishing-an-emergency-board-to-investigate-disputes-between-amtrak-and-its-employees-represented,https://www.govinfo.gov/content/pkg/FR-1997-08-25/pdf/97-22703.pdf,Presidential Document,Executive Order,08/25/1997,08/21/1997,45139,Establishing an Emergency Board To Investigate Disputes Between Amtrak and its Employees Represented by the Brotherhood of Maintenance of Way Employes,"",13060
62 FR 44531, 97-22482,44533,https://www.federalregister.gov/documents/1997/08/21/97-22482/prohibiting-certain-transactions-with-respect-to-iran,https://www.govinfo.gov/content/pkg/FR-1997-08-21/pdf/97-22482.pdf,Presidential Document,Executive Order,08/21/1997,08/19/1997,44531,Prohibiting Certain Transactions With Respect to Iran,"Revokes in part: EO 12613, October 29, 1987; EO 12957, March 15, 1995; EO 12959, May 6, 1995;;
 ;  See: Notice of March 4, 1998; Notice of March 10, 1999; Notice of March 13, 2000; Notice of March 13, 2001; Notice of March 12, 2003; Notice of March 10, 2004; Notice of March 10, 2005; Notice of March 13, 2006; Notice of March 8, 2007; Notice of March 11, 2008; Notice of March 11, 2009; Notice of March 10, 2010; EO 13628, October 9, 2012",13059
62 FR 43451, 97-21607,43452,https://www.federalregister.gov/documents/1997/08/13/97-21607/protecting-federal-employees-and-the-public-from-exposure-to-tobacco-smoke-in-the-federal-workplace,https://www.govinfo.gov/content/pkg/FR-1997-08-13/pdf/97-21607.pdf,Presidential Document,Executive Order,08/13/1997,08/09/1997,43451,Protecting Federal Employees and the Public From Exposure to Tobacco Smoke in the Federal Workplace,"",13058
62 FR 41249, 97-20497,41250,https://www.federalregister.gov/documents/1997/08/01/97-20497/federal-actions-in-the-lake-tahoe-region,https://www.govinfo.gov/content/pkg/FR-1997-08-01/pdf/97-20497.pdf,Presidential Document,Executive Order,08/01/1997,07/26/1997,41249,Federal Actions in the Lake Tahoe Region,"",13057
62 FR 39415, 97-19562,39415,https://www.federalregister.gov/documents/1997/07/23/97-19562/further-amendment-to-executive-order-13017-advisory-commission-on-consumer-protection-and-quality-in,https://www.govinfo.gov/content/pkg/FR-1997-07-23/pdf/97-19562.pdf,Presidential Document,Executive Order,07/23/1997,07/21/1997,39415,"Further Amendment to Executive Order 13017, Advisory Commission on Consumer Protection and Quality in the Health Care Industry","Amends: EO 13017, September 5, 1996;;
 ;  Note: EO 13056 is nullified by virtue of the Commission being abolished by EO 13138, September 30, 1999.",13056
62 FR 39099, 97-19341,39100,https://www.federalregister.gov/documents/1997/07/21/97-19341/coordination-of-united-states-government-international-exchanges-and-training-programs,https://www.govinfo.gov/content/pkg/FR-1997-07-21/pdf/97-19341.pdf,Presidential Document,Executive Order,07/21/1997,07/15/1997,39099,Coordination of United States Government International Exchanges and Training Programs,"",13055
62 FR 36965, 97-18288,36965,https://www.federalregister.gov/documents/1997/07/10/97-18288/eligibility-of-certain-overseas-employees-for-noncompetitive-appointments,https://www.govinfo.gov/content/pkg/FR-1997-07-10/pdf/97-18288.pdf,Presidential Document,Executive Order,07/10/1997,07/07/1997,36965,Eligibility of Certain Overseas Employees for Noncompetitive Appointments,"Amended by: EO 13062, September 29, 1997",13054
62 FR 35659, 97-17512,35659,https://www.federalregister.gov/documents/1997/07/02/97-17512/hong-kong-economic-and-trade-offices,https://www.govinfo.gov/content/pkg/FR-1997-07-02/pdf/97-17512.pdf,Presidential Document,Executive Order,07/02/1997,06/30/1997,35659,Hong Kong Economic and Trade Offices,"",13052
62 FR 35945, 97-17566,35945,https://www.federalregister.gov/documents/1997/07/02/97-17566/adding-members-to-and-extending-the-presidents-council-on-sustainable-development,https://www.govinfo.gov/content/pkg/FR-1997-07-02/pdf/97-17566.pdf,Presidential Document,Executive Order,07/02/1997,06/30/1997,35945,Adding Members to and Extending the President's Council on Sustainable Development,"Amends: EO 12852, June 29, 1993;;
 ;  Note: EO 13053 is nullified by virtue of the Council being abolished by EO 13138, September 30, 1999.",13053
62 FR 34609, 97-16957,34610,https://www.federalregister.gov/documents/1997/06/26/97-16957/internal-revenue-service-management-board,https://www.govinfo.gov/content/pkg/FR-1997-06-26/pdf/97-16957.pdf,Presidential Document,Executive Order,06/26/1997,06/24/1997,34609,Internal Revenue Service Management Board,"",13051
62 FR 32987, 97-16080,32988,https://www.federalregister.gov/documents/1997/06/17/97-16080/presidents-advisory-board-on-race,https://www.govinfo.gov/content/pkg/FR-1997-06-17/pdf/97-16080.pdf,Presidential Document,Executive Order,06/17/1997,06/13/1997,32987,President's Advisory Board on Race,"",13050
62 FR 32471, 97-15879,32471,https://www.federalregister.gov/documents/1997/06/16/97-15879/organization-for-the-prohibition-of-chemical-weapons,https://www.govinfo.gov/content/pkg/FR-1997-06-16/pdf/97-15879.pdf,Presidential Document,Executive Order,06/16/1997,06/11/1997,32471,Organization for the Prohibition of Chemical Weapons,"",13049
62 FR 32467, 97-15828,32469,https://www.federalregister.gov/documents/1997/06/13/97-15828/improving-administrative-management-in-the-executive-branch,https://www.govinfo.gov/content/pkg/FR-1997-06-13/pdf/97-15828.pdf,Presidential Document,Executive Order,06/13/1997,06/10/1997,32467,Improving Administrative Management in the Executive Branch,"Amended by: EO 13284, January 23, 2003;;
 ;  Revokes: EO 12552, February 25, 1986; EO 12637, April 27, 1988; EO 12816, October 14, 1992",13048
62 FR 28301, 97-13704,28302,https://www.federalregister.gov/documents/1997/05/22/97-13704/prohibiting-new-investment-in-burma,https://www.govinfo.gov/content/pkg/FR-1997-05-22/pdf/97-13704.pdf,Presidential Document,Executive Order,05/22/1997,05/20/1997,28301,Prohibiting New Investment in Burma,"Amended by: EO 13310, July 28, 2003
See: EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 18, 1998; Notice of May 16, 2003; Notice of May 17, 2004; Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010;  EO 13619, July 21, 2012
Revoked by: EO 13742, October 7, 2016",13047
62 FR 27685, 97-13450,27685,https://www.federalregister.gov/documents/1997/05/20/97-13450/further-amendment-to-executive-order-12975-of-may-16-1997-extension-of-the-national-bioethics,https://www.govinfo.gov/content/pkg/FR-1997-05-20/pdf/97-13450.pdf,Presidential Document,Executive Order,05/20/1997,05/16/1997,27685,"Further Amendment to Executive Order 12975 of May 16, 1997, Extension of the National Bioethics Advisory Commission","Amends: EO 12975, October 3, 1995;;
 ;  See: EO 13316, September 17, 2003",13046
62 FR 19885, 97-10695,19888,https://www.federalregister.gov/documents/1997/04/23/97-10695/protection-of-children-from-environmental-health-risks-and-safety-risks,https://www.govinfo.gov/content/pkg/FR-1997-04-23/pdf/97-10695.pdf,Presidential Document,Executive Order,04/23/1997,04/21/1997,19885,Protection of Children From Environmental Health Risks and Safety Risks,"Amended by: EO 13229, October 9, 2001; EO 13296, April 18, 2003",13045
62 FR 19665, 97-10605,19665,https://www.federalregister.gov/documents/1997/04/22/97-10605/amending-executive-order-12752-implementation-of-the-agricultural-trade-development-and-assistance,https://www.govinfo.gov/content/pkg/FR-1997-04-22/pdf/97-10605.pdf,Presidential Document,Executive Order,04/22/1997,04/18/1997,19665,"Amending Executive Order 12752, Implementation of the Agricultural Trade Development and Assistance Act of 1954, as Amended, and the Food for Progress Act of 1985, as Amended","Amends: EO 12752, February 25, 1991",13044
62 FR 19217, 97-10331,19218,https://www.federalregister.gov/documents/1997/04/18/97-10331/increasing-seat-belt-use-in-the-united-states,https://www.govinfo.gov/content/pkg/FR-1997-04-18/pdf/97-10331.pdf,Presidential Document,Executive Order,04/18/1997,04/16/1997,19217,Increasing Seat Belt Use in the United States,"Amended by: EO 13652, September 30, 2013;
 Revokes: EO 12566, September 26, 1986",13043
62 FR 18017, 97-9700,18018,https://www.federalregister.gov/documents/1997/04/14/97-9700/implementing-for-the-united-states-article-viii-of-the-agreement-establishing-the-world-trade,https://www.govinfo.gov/content/pkg/FR-1997-04-14/pdf/97-9700.pdf,Presidential Document,Executive Order,04/14/1997,04/09/1997,18017,Implementing for the United States Article VIII of the Agreement Establishing the World Trade Organization Concerning Legal Capacity and Privileges and Immunities,"",13042
62 FR 17039, 97-9200,17039,https://www.federalregister.gov/documents/1997/04/08/97-9200/further-amendment-to-executive-order-13010-as-amended,https://www.govinfo.gov/content/pkg/FR-1997-04-08/pdf/97-9200.pdf,Presidential Document,Executive Order,04/08/1997,04/03/1997,17039,"Further Amendment to Executive Order 13010, as Amended","Amends: EO 13010, July 15, 1996;;
 ;  Note: EO 13041 is nullified in part by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13041
62 FR 14773, 97-8123,14773,https://www.federalregister.gov/documents/1997/03/28/97-8123/amendment-to-executive-order-13017-advisory-commission-on-consumer-protection-and-quality-in-the,https://www.govinfo.gov/content/pkg/FR-1997-03-28/pdf/97-8123.pdf,Presidential Document,Executive Order,03/28/1997,03/25/1997,14773,"Amendment to Executive Order 13017, Advisory Commission on Consumer Protection and Quality in the Health Care Industry","Amends: EO 13017, September 5, 1996;;
 ;  Note: EO 13040 is nullified by virtue of the Commission being abolished by EO 13138, September 30, 1999.",13040
62 FR 12529, 97-6703,12529,https://www.federalregister.gov/documents/1997/03/14/97-6703/exclusion-of-the-naval-special-warfare-development-group-from-the-federal-labor-management-relations,https://www.govinfo.gov/content/pkg/FR-1997-03-14/pdf/97-6703.pdf,Presidential Document,Executive Order,03/14/1997,03/11/1997,12529,Exclusion of the Naval Special Warfare Development Group From the Federal Labor-Management Relations Program,"Amends: EO 12171, November 19, 1979",13039
62 FR 12065, 97-6571,12066,https://www.federalregister.gov/documents/1997/03/13/97-6571/advisory-committee-on-public-interest-obligations-of-digital-television-broadcasters,https://www.govinfo.gov/content/pkg/FR-1997-03-13/pdf/97-6571.pdf,Presidential Document,Executive Order,03/13/1997,03/11/1997,12065,Advisory Committee on Public Interest Obligations of Digital Television Broadcasters,"Amended by: EO 13062, September 29, 1997; EO 13065, October 22, 1997; EO 13081, April 30, 1998; EO 13102, September 25, 1998;;
 ;  Revoked by: EO 13138, September 30, 1999",13038
62 FR 10185, 97-5728,10186,https://www.federalregister.gov/documents/1997/03/06/97-5728/commission-to-study-capital-budgeting,https://www.govinfo.gov/content/pkg/FR-1997-03-06/pdf/97-5728.pdf,Presidential Document,Executive Order,03/06/1997,03/03/1997,10185,Commission To Study Capital Budgeting,"Amended by: EO 13066, October 29, 1997; EO 13108, December 11, 1998;;
 ;  Revoked by: EO 13138, September 30, 1999",13037
62 FR 7653, 97-4302,7653,https://www.federalregister.gov/documents/1997/02/19/97-4302/establishing-an-emergency-board-to-investigate-a-dispute-between-american-airlines-and-its-employees,https://www.govinfo.gov/content/pkg/FR-1997-02-19/pdf/97-4302.pdf,Presidential Document,Executive Order,02/19/1997,02/15/1997,7653,Establishing an Emergency Board To Investigate a Dispute Between American Airlines and its Employees Represented by the Allied Pilots Association,"",13036
62 FR 7131, 97-3992,7132,https://www.federalregister.gov/documents/1997/02/14/97-3992/advisory-committee-on-high-performance-computing-and-communications-information-technology-and-the,https://www.govinfo.gov/content/pkg/FR-1997-02-14/pdf/97-3992.pdf,Presidential Document,Executive Order,02/14/1997,02/11/1997,7131,"Advisory Committee on High-Performance Computing and Communications, Information Technology, and the Next Generation Internet","Amended by: EO 13092, July 24, 1998; EO 13113, February 10, 1999; EO 13200, February 11, 2001; EO 13215, May 31, 2001; EO 13305, May 28, 2003;;
 ;  See: Public Law 105-305, October 28, 1998 (112 Stat. 2919)",13035
62 FR 5137, 97-2818,5138,https://www.federalregister.gov/documents/1997/02/03/97-2818/extension-of-presidential-advisory-committee-on-gulf-war-veterans-illnesses,https://www.govinfo.gov/content/pkg/FR-1997-02-03/pdf/97-2818.pdf,Presidential Document,Executive Order,02/03/1997,01/30/1997,5137,Extension of Presidential Advisory Committee on Gulf War Veterans' Illnesses,"",13034
61 FR 68987, 96-33384,68996,https://www.federalregister.gov/documents/1996/12/31/96-33384/executive-order-13033-of-december-27-1996,https://www.govinfo.gov/content/pkg/FR-1996-12-31/pdf/96-33384.pdf,Presidential Document,Executive Order,12/31/1996,12/27/1996,68987,"Executive Order 13033 of December 27, 1996","Amends: EO 12961, May 26, 1995;;
 ;  Note: EO 13034 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13033
61 FR 68985, 96-33336,68985,https://www.federalregister.gov/documents/1996/12/30/96-33336/further-amendment-to-executive-order-no-12964,https://www.govinfo.gov/content/pkg/FR-1996-12-30/pdf/96-33336.pdf,Presidential Document,Executive Order,12/30/1996,12/26/1996,68985,Further Amendment to Executive Order No. 12964,"Amends: EO 12964, June 21, 1995;;
 ;  Revoked by: EO 13062, September 29, 1997",13032
61 FR 66187, 96-32128,66187,https://www.federalregister.gov/documents/1996/12/17/96-32128/administration-of-foreign-assistance-and-related-functions-and-arms-export-controls,https://www.govinfo.gov/content/pkg/FR-1996-12-17/pdf/96-32128.pdf,Presidential Document,Executive Order,12/17/1996,12/12/1996,66187,Administration of Foreign Assistance and Related Functions and Arms Export Controls,"Amends: EO 11958, January 18, 1977; EO 12163, September 29, 1979; EO 12884, December 1, 1993",13030
61 FR 66529, 96-32195,66531,https://www.federalregister.gov/documents/1996/12/17/96-32195/federal-alternative-fueled-vehicle-leadership,https://www.govinfo.gov/content/pkg/FR-1996-12-17/pdf/96-32195.pdf,Presidential Document,Executive Order,12/17/1996,12/13/1996,66529,Federal Alternative Fueled Vehicle Leadership,"Suspersedes: EO 12844, April 21, 1993;;
 ;  Revoked by: EO 13149, April 21, 2000;;
 ;  See: EO 13101, September 14, 1998",13031
61 FR 64589, 96-31164,64590,https://www.federalregister.gov/documents/1996/12/05/96-31164/further-amendments-to-executive-order-no-12757-implementation-of-the-enterprise-for-the-americas,https://www.govinfo.gov/content/pkg/FR-1996-12-05/pdf/96-31164.pdf,Presidential Document,Executive Order,12/05/1996,12/03/1996,64589,Further Amendments to Executive Order No. 12757 Implementation of the Enterprise for the Americas Initiative,"Amends: EO 12757, March 19, 1991;;
 ;  See: EO 12823, December 3, 1996; EO 13131, July 22, 1999;;
 ;  Revoked by: EO 13345, July 8, 2004",13028
61 FR 64592, 96-31165,64599,https://www.federalregister.gov/documents/1996/12/05/96-31165/implementing-for-the-united-states-the-provisions-of-an--nex-1-of-the-decision-concerning-legal,https://www.govinfo.gov/content/pkg/FR-1996-12-05/pdf/96-31165.pdf,Presidential Document,Executive Order,12/05/1996,12/03/1996,64592,"Implementing, for the United States, the Provisions of An- nex 1 of the Decision Concerning Legal Capacity and Privileges and Immunities, Issued by the Council of Ministers of the Conference on Security and Cooperation in Europe on December 1, 1993","",13029
61 FR 58971, 96-29815,58972,https://www.federalregister.gov/documents/1996/11/20/96-29815/establishing-an-emergency-board-to-investigate-a-dispute-between-the-southeastern-pennsylvania,https://www.govinfo.gov/content/pkg/FR-1996-11-20/pdf/96-29815.pdf,Presidential Document,Executive Order,11/20/1996,11/15/1996,58971,Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Employees Represented by the Brotherhood of Locomotive Engineers,"",13027
61 FR 58767, 96-29692,58768,https://www.federalregister.gov/documents/1996/11/19/96-29692/administration-of-export-controls-on-encryption-products,https://www.govinfo.gov/content/pkg/FR-1996-11-19/pdf/96-29692.pdf,Presidential Document,Executive Order,11/19/1996,11/15/1996,58767,Administration of Export Controls on Encryption Products,"Amends: EO 12981, December 5, 1995;;
 ;  See: EO 13206, April 4, 2001; EO 13222, August 17, 2001",13026
61 FR 58623, 96-29597,58623,https://www.federalregister.gov/documents/1996/11/18/96-29597/amendment-to-executive-order-13010-the-presidents-commission-on-critical-infrastructure-protection,https://www.govinfo.gov/content/pkg/FR-1996-11-18/pdf/96-29597.pdf,Presidential Document,Executive Order,11/18/1996,11/13/1996,58623,"Amendment to Executive Order 13010, the President's Commission on Critical Infrastructure Protection","Amends: EO 13010, July 15, 1996;;
 ;  Note: EO 13025 is nullified in part by virtue of the Advisory Committee of the President's Commission on Critical Infrastructure Protection being abolished by EO 13138, September 30, 1999.",13025
61 FR 58125, 96-29109,58125,https://www.federalregister.gov/documents/1996/11/12/96-29109/amending-executive-order-12015-relating-to-competitive-appointments-of-students-who-have-completed,https://www.govinfo.gov/content/pkg/FR-1996-11-12/pdf/96-29109.pdf,Presidential Document,Executive Order,11/12/1996,11/07/1996,58125,"Amending Executive Order 12015, Relating to Competitive Appointments of Students Who Have Completed Approved Career-Related Work Study Programs","Amends: EO 12015, October 26, 1977",13024
61 FR 57767, 96-28938,57768,https://www.federalregister.gov/documents/1996/11/08/96-28938/amendments-to-executive-order-12992-expanding-and-changing-the-name-of-the-presidents-council-on,https://www.govinfo.gov/content/pkg/FR-1996-11-08/pdf/96-28938.pdf,Presidential Document,Executive Order,11/08/1996,11/06/1996,57767,"Amendments to Executive Order 12992, Expanding and Changing the Name of the President's Council on Counter-Narcotics","Amends: EO 12992, March 15, 1996",13023
61 FR 56875, 96-28509,56876,https://www.federalregister.gov/documents/1996/11/04/96-28509/administration-of-the-midway-islands,https://www.govinfo.gov/content/pkg/FR-1996-11-04/pdf/96-28509.pdf,Presidential Document,Executive Order,11/04/1996,10/31/1996,56875,Administration of the Midway Islands,"Supersedes in part: EO 199-A, January 20, 1903; EO 8682, February 14, 1941; EO 8729, April 2, 1941; EO 11048, September 4, 1962;;
 ;  See: EO 11593, May 13, 1971; EO 12996, March 25, 1996",13022
61 FR 54929, 96-27352,54932,https://www.federalregister.gov/documents/1996/10/23/96-27352/tribal-colleges-and-universities,https://www.govinfo.gov/content/pkg/FR-1996-10-23/pdf/96-27352.pdf,Presidential Document,Executive Order,10/23/1996,10/19/1996,54929,Tribal Colleges and Universities,"Amended by: EO 13104, October 19, 1998; EO 13138, September 30,1999; EO 13225, September 28, 2001;;
 ;  Revoked by: EO 13270, July 3, 2002",13021
61 FR 54079, 96-26837,54080,https://www.federalregister.gov/documents/1996/10/17/96-26837/amendment-to-executive-order-12981,https://www.govinfo.gov/content/pkg/FR-1996-10-17/pdf/96-26837.pdf,Presidential Document,Executive Order,10/17/1996,10/12/1996,54079,Amendment to Executive Order 12981,"Amends: EO 12981, December 5, 1995;;
 ;  See: EO 12924, August 19, 1995",13020
61 FR 51763, 96-25577,51765,https://www.federalregister.gov/documents/1996/10/03/96-25577/supporting-families-collecting-delinquent-child-support-obligations,https://www.govinfo.gov/content/pkg/FR-1996-10-03/pdf/96-25577.pdf,Presidential Document,Executive Order,10/03/1996,09/28/1996,51763,Supporting Families: Collecting Delinquent Child Support Obligations,"",13019
61 FR 49045, 96-24048,49045,https://www.federalregister.gov/documents/1996/09/18/96-24048/amending-executive-order-no-12975,https://www.govinfo.gov/content/pkg/FR-1996-09-18/pdf/96-24048.pdf,Presidential Document,Executive Order,09/18/1996,09/16/1996,49045,Amending Executive Order No. 12975,"Amends: EO 12975, October 13, 1995;;
 ;  See: EO 13316, September 17, 2003",13018
61 FR 47659, 96-23187,47660,https://www.federalregister.gov/documents/1996/09/09/96-23187/advisory-commission-on-consumer-protection-and-quality-in-the-health-care-industry,https://www.govinfo.gov/content/pkg/FR-1996-09-09/pdf/96-23187.pdf,Presidential Document,Executive Order,09/09/1996,09/05/1996,47659,Advisory Commission on Consumer Protection and Quality in the Health Care Industry,"Amended by: EO 13040, March 25, 1997; EO 13056, July 21, 1997;;
 ;  Revoked by: EO 13138 September 30, 1999",13017
